,M1,M2,M3,M4,M5
LOC_Os07g33600,0,0,0,0,0
LOC_Os07g33610,0,0,0,0,0
LOC_Os07g33620,0,0,0,0,0
LOC_Os07g33630,17,34,81,148,270
LOC_Os07g33640,0,0,0,0,0
LOC_Os07g33650,0,0,0,0,0
LOC_Os07g33660,473,99,233,335,217
LOC_Os07g33670,434,55,37,95,221
LOC_Os07g33680,259,155,124,177,320
LOC_Os07g33690,0,0,0,0,0
LOC_Os07g33700,0,0,0,57,0
LOC_Os07g33710,0,0,0,0,41
LOC_Os07g33720,0,0,0,0,1
LOC_Os07g33730,0,0,0,0,0
LOC_Os07g33740,0,0,0,0,0
LOC_Os07g33750,0,0,0,0,0
LOC_Os07g33760,0,0,0,0,0
LOC_Os07g33770,0,0,0,0,0
LOC_Os07g33780,1,81,38,0,0
LOC_Os07g33790,0,34,59,100,36
LOC_Os07g33820,0,0,0,0,0
LOC_Os07g33830,0,0,0,0,0
LOC_Os07g33840,0,0,0,0,0
LOC_Os07g33850,11,21,4,61,110
LOC_Os07g33860,0,41,56,0,1
LOC_Os07g33898,803,235,245,370,925
LOC_Os07g33910,0,0,0,0,0
LOC_Os07g33915,0,0,0,0,0
LOC_Os07g33921,0,0,0,0,0
LOC_Os07g33954,0,0,0,0,0
LOC_Os07g33988,0,0,0,0,1
LOC_Os07g33997,0,0,0,0,0
LOC_Os07g34006,628,463,532,271,1950
LOC_Os07g34020,0,0,0,0,0
LOC_Os07g34030,117,61,34,98,251
LOC_Os07g34040,0,0,0,0,0
LOC_Os07g34050,0,0,0,17,0
LOC_Os07g34060,0,0,0,0,0
LOC_Os07g34070,4,0,1,5,1
LOC_Os07g34080,0,0,0,0,0
LOC_Os07g34090,0,0,0,0,0
LOC_Os07g34100,0,0,0,0,0
LOC_Os07g34110,0,0,0,0,0
LOC_Os07g34120,0,0,0,0,0
LOC_Os07g34130,0,0,0,0,0
LOC_Os07g34140,0,0,0,0,0
LOC_Os07g34150,0,0,0,0,0
LOC_Os07g34160,0,0,0,0,0
LOC_Os07g34170,0,0,0,0,0
LOC_Os07g34180,0,0,0,0,0
LOC_Os07g34190,0,0,0,0,0
LOC_Os07g34200,0,0,0,0,0
LOC_Os07g34220,0,0,0,0,0
LOC_Os07g34230,0,0,0,0,0
LOC_Os07g34240,0,0,0,0,0
LOC_Os07g34250,0,0,0,1,0
LOC_Os07g34260,0,0,0,2,0
LOC_Os07g34270,0,0,0,0,0
LOC_Os07g34280,0,0,0,0,0
LOC_Os07g34290,0,0,0,0,0
LOC_Os07g34300,0,0,0,0,0
LOC_Os07g34310,0,0,0,0,0
LOC_Os07g34320,0,0,0,0,0
LOC_Os07g34330,0,0,0,0,0
LOC_Os07g34340,0,0,0,0,0
LOC_Os07g34350,0,0,0,0,0
LOC_Os07g34360,0,0,0,0,0
LOC_Os07g34370,0,0,0,0,0
LOC_Os07g34380,0,0,0,0,0
LOC_Os07g34390,0,0,0,0,0
LOC_Os07g34400,0,0,0,0,0
LOC_Os07g34410,0,0,0,0,0
LOC_Os07g34420,0,0,0,0,0
LOC_Os07g34430,0,0,0,0,0
LOC_Os07g34440,0,0,0,0,0
LOC_Os07g34450,0,0,0,0,0
LOC_Os07g34460,0,0,0,0,0
LOC_Os07g34470,0,0,0,0,0
LOC_Os07g34480,0,0,0,0,0
LOC_Os07g34490,0,0,0,0,0
LOC_Os07g34500,0,0,0,0,0
LOC_Os07g34510,29,0,15,0,13
LOC_Os07g34520,0,0,0,0,0
LOC_Os07g34529,0,0,0,0,0
LOC_Os07g34540,0,0,0,0,0
LOC_Os07g34550,0,0,0,0,0
LOC_Os07g34560,0,0,0,0,0
LOC_Os07g34570,2390,990,1150,1036,1438
LOC_Os07g34580,0,0,0,0,0
LOC_Os07g34589,4580.001,3899,3260.999,2895,6859
LOC_Os07g34598,0,0,0,0,0
LOC_Os07g34610,61,72,190,156,132
LOC_Os07g34620,500,204,134,309,583
LOC_Os07g34630,0,0,0,0,0
LOC_Os07g34640,923.188,941.65,791.734,761,1443
LOC_Os07g34650,458.812,227.35,489.265,354,273
LOC_Os07g34660,0,0,0,0,0
LOC_Os07g34670,0,0,0,0,0
LOC_Os07g34680,0,0,0,0,0
LOC_Os07g34690,0,0,0,0,0
LOC_Os07g34700,0,0,0,0,0
LOC_Os07g34710,0,0,0,0,0
LOC_Os07g34720,0,0,0,0,0
LOC_Os07g34730,109,175,151,205,399
LOC_Os07g34740,0,0,0,29,31
LOC_Os07g34750,0,0,0,0,0
LOC_Os07g34760,0,0,0,0,0
LOC_Os07g34770,37.575,0,0,0,0
LOC_Os07g34780,0,0,0,0,0
LOC_Os07g34800,0,0,0,0,0
LOC_Os07g34810,0,0,0,0,0
LOC_Os07g34820,0,0,0,0,0
LOC_Os07g34830,361,63,272,307,505
LOC_Os07g34840,0,0,0,0,0
LOC_Os07g34850,0,0,0,0,0
LOC_Os07g34860,0,0,0,0,0
LOC_Os07g34870,0,0,0,0,0
LOC_Os07g34880,0,0,0,0,0
LOC_Os07g34890,0,0,0,0,0
LOC_Os07g34900,0,0,0,0,0
LOC_Os07g34910,0,0,0,0,0
LOC_Os07g34920,0,0,0,0,0
LOC_Os07g34930,0,0,0,0,0
LOC_Os07g34940,0,0,0,0,0
LOC_Os07g34950,61,0,0,0,0
LOC_Os07g34964,0,43,0,0,0
LOC_Os07g34980,0,0,0,0,0
LOC_Os07g34990,0,0,0,0,0
LOC_Os07g35004,0,0,0,1,0
LOC_Os07g35020,0,0,0,0,0
LOC_Os07g35030,0,0,0,0,0
LOC_Os07g35040,0,0,0,0,0
LOC_Os07g35050,0,0,0,0,0
LOC_Os07g35060,0,34,0,0,0
LOC_Os07g35070,0,0,0,0,0
LOC_Os07g35080,0,0,0,0,0
LOC_Os07g35090,0,0,0,0,0
LOC_Os07g35100,0,0,0,0,0
LOC_Os07g35110,0,0,0,0,0
LOC_Os07g35120,0,0,0,0,0
LOC_Os07g35130,0,0,0,0,0
LOC_Os07g35140,0,0,0,0,0
LOC_Os07g35150,0,0,0,0,0
LOC_Os07g35160,0,0,0,0,0
LOC_Os07g35170,0,0,0,0,0
LOC_Os07g35180,0,0,0,0,0
LOC_Os07g35190,0,0,0,0,0
LOC_Os07g35200,0,0,0,0,0
LOC_Os07g35210,0,0,0,0,0
LOC_Os07g35220,0,0,0,0,0
LOC_Os07g35230,0,0,0,0,0
LOC_Os07g35240,0,0,0,0,0
LOC_Os07g35250,0,0,0,0,0
LOC_Os07g35260,151,0,0,0,0
LOC_Os07g35270,0,0,0,0,0
LOC_Os07g35280,0,0,0,0,0
LOC_Os07g35290,0,13,0,0,0
LOC_Os07g35300,0,0,0,0,0
LOC_Os07g35310,0,0,0,0,0
LOC_Os07g35330,0,0,0,0,0
LOC_Os07g35335,0,0,0,0,0
LOC_Os07g35340,0,0,0,0,0
LOC_Os07g35350,0,0,0,0,0
LOC_Os07g35360,0,0,0,0,0
LOC_Os07g35370,0,0,0,0,0
LOC_Os07g35380,0,0,0,0,0
LOC_Os07g35390,0,0,0,0,0
LOC_Os07g35400,0,0,0,0,0
LOC_Os07g35410,0,0,0,0,0
LOC_Os07g35420,0,0,0,0,0
LOC_Os07g35430,0,0,0,0,0
LOC_Os07g35440,0,0,0,0,0
LOC_Os07g35450,0,0,0,0,0
LOC_Os07g35460,0,0,0,0,0
LOC_Os07g35470,0,0,0,0,0
LOC_Os07g35480,0,0,0,0,0
LOC_Os07g35490,0,0,0,0,0
LOC_Os07g35500,0,0,0,0,0
LOC_Os07g35510,0,0,0,50,0
LOC_Os07g35520,0,0,0,0,0
LOC_Os07g35530,0,0,0,0,0
LOC_Os07g35540,1,0,0,0,0
LOC_Os07g35550,0,0,0,0,0
LOC_Os07g35560,0,0,0,0,0
LOC_Os07g35570,0,0,0,0,0
LOC_Os07g35580,0,0,32,0,0
LOC_Os07g35600,163,90,4,30,48
LOC_Os07g35610,0,0,0,0,0
LOC_Os07g35620,0,0,0,0,0
LOC_Os07g35630,0,0,0,0,0
LOC_Os07g35640,0,0,0,0,0
LOC_Os07g35650,0,0,0,0,0
LOC_Os07g35660,0,0,0,0,0
LOC_Os07g35670,0,0,0,0,0
LOC_Os07g35680,0,0,0,4,0
LOC_Os07g35690,0,0,1,0,0
LOC_Os07g35700,0,0,0,0,0
LOC_Os07g35710,0,0,0,0,0
LOC_Os07g35720,0,1,0,0,1
LOC_Os07g35730,0,0,0,0,0
LOC_Os07g35740,0,0,0,0,0
LOC_Os07g35750,1,0,0,0,0
LOC_Os07g35760,0,0,0,0,0
LOC_Os07g35770,0,0,0,0,0
LOC_Os07g35790,0,0,0,0,0
LOC_Os07g35800,0,0,0,0,0
LOC_Os07g35810,0,0,0,0,0
LOC_Os07g35820,0,0,0,0,0
LOC_Os07g35840,0,0,0,0,0
LOC_Os07g35860,0,0,0,0,0
LOC_Os07g35870,355,104,325,152,680
LOC_Os07g35880,107,67,84,104,123
LOC_Os07g35920,0,0,0,0,99
LOC_Os07g35940,0,0,0,0,0
LOC_Os07g35950,0,0,0,0,0
LOC_Os07g35960,21,0,0,0,12
LOC_Os07g35970,0,0,9,0,0
LOC_Os07g35979,2,1,1,3,2
LOC_Os07g35985,147,39,48,28,48
LOC_Os07g35990,0,0,0,0,0
LOC_Os07g36000,0,0,0,0,0
LOC_Os07g36010,0,0,0,0,0
LOC_Os07g36020,0,0,0,0,0
LOC_Os07g36030,0,0,0,0,0
LOC_Os07g36040,0,0,0,0,0
LOC_Os07g36050,0,0,0,0,0
LOC_Os07g36060,0,0,0,0,0
LOC_Os07g36070,0,0,0,0,0
LOC_Os07g36080,76450.829,56459.172,42409.979,52803.969,82556
LOC_Os07g36090,76.171,42.828,63.022,87.031,39
LOC_Os07g36100,0,0,0,0,0
LOC_Os07g36110,0,0,1,0,0
LOC_Os07g36120,0,0,0,0,0
LOC_Os07g36130,0,0,0,0,0
LOC_Os07g36140,0,0,0,34,2
LOC_Os07g36150,0,0,0,52,0
LOC_Os07g36160,0,0,0,0,0
LOC_Os07g36170,60,55,55,99,664
LOC_Os07g36180,151,395,189,322,261
LOC_Os07g36190,5628,4675,4248,4629,9223
LOC_Os07g36200,0,0,0,0,0
LOC_Os07g36210,5,5,26,7,74
LOC_Os07g36220,0,0,0,0,0
LOC_Os07g36230,1,0,0,1,1
LOC_Os07g36240,0,0,0,0,0
LOC_Os07g36250,156,127,72,182,122
LOC_Os07g36260,0,0,1,0,1
LOC_Os07g36270,0,0,0,0,0
LOC_Os07g36280,0,0,0,0,0
LOC_Os07g36290,0,0,0,0,0
LOC_Os07g36300,0,0,0,0,0
LOC_Os07g36310,0,0,0,0,0
LOC_Os07g36320,0,0,23,0,0
LOC_Os07g36330,0,0,0,0,0
LOC_Os07g36340,0,0,0,0,0
LOC_Os07g36360,0,0,0,0,0
LOC_Os07g36370,0,0,0,0,0
LOC_Os07g36390,424,147,341,282,115
LOC_Os07g36400,0,70,55,108,345
LOC_Os07g36410,253,262,84,285,438
LOC_Os07g36420,0,0,6,90,76
LOC_Os07g36430,0,0,0,0,0
LOC_Os07g36450,0,0,0,0,0
LOC_Os07g36460,0,0,0,36,0
LOC_Os07g36465,0,0,0,0,0
LOC_Os07g36470,178,280,64,58,709
LOC_Os07g36490,64,59,114,131,82
LOC_Os07g36500,701.13,570.203,295.755,513.7,992.472
LOC_Os07g36510,0,0,0,0,0
LOC_Os07g36520,0,0,0,0,0
LOC_Os07g36530,0,0,0,0,0
LOC_Os07g36544,0,0,0,0,0
LOC_Os07g36560,0,0,0,0,0
LOC_Os07g36570,0,0,0,0,0
LOC_Os07g36580,0,0,0,0,0
LOC_Os07g36590,0,0,19,53,51
LOC_Os07g36600,154,50,47,141,81
LOC_Os07g36610,0,0,0,0,0
LOC_Os07g36630,0,0,0,0,0
LOC_Os07g36640,0,0,0,0,0
LOC_Os07g36660,0,0,0,0,0
LOC_Os07g36670,0,0,0,0,0
LOC_Os07g36680,0,0,0,0,0
LOC_Os07g36690,0,0,0,0,0
LOC_Os07g36700,0,0,0,0,0
LOC_Os07g36710,0,0,0,0,0
LOC_Os07g36720,0,0,0,0,0
LOC_Os07g36730,0,0,0,0,0
LOC_Os07g36740,0,0,0,0,0
LOC_Os07g36750,0,0,0,0,0
LOC_Os07g36760,0,0,0,0,0
LOC_Os07g36770,0,0,0,0,0
LOC_Os07g36780,0,0,0,0,43
LOC_Os07g36790,0,0,0,0,0
LOC_Os07g36800,34,25,68,92,0
LOC_Os07g36810,0,0,0,0,0
LOC_Os07g36820,494,376,303,308,852
LOC_Os07g36830,0,0,0,0,0
LOC_Os07g36840,0,0,0,0,0
LOC_Os07g36850,0,0,0,0,0
LOC_Os07g36860,0,0,0,0,0
LOC_Os07g36870,0,34,0,19,0
LOC_Os07g36880,0,89,0,0,0
LOC_Os07g36890,0,0,0,0,0
LOC_Os07g36900,0,0,0,0,0
LOC_Os07g36910,0,0,0,0,0
LOC_Os07g36920,0,0,0,0,0
LOC_Os07g36930,0,0,0,0,0
LOC_Os07g36940,1750,651,672,655,1942
LOC_Os07g36950,7,0,0,0,19
LOC_Os07g36960,0,0,0,0,0
LOC_Os07g36970,0,0,0,0,0
LOC_Os07g36980,0,0,0,0,0
LOC_Os07g36990,0,0,0,0,0
LOC_Os07g37000,0,0,0,0,0
LOC_Os07g37010,0,24,25,0,0
LOC_Os07g37020,0,0,0,0,0
LOC_Os07g37030,47391,30173,27739,31318,54059
LOC_Os07g37040,1,129,159,131,54
LOC_Os07g37045,0,0,0,0,0
LOC_Os07g37050,0,0,0,0,0
LOC_Os07g37060,0,0,0,0,0
LOC_Os07g37070,0,0,0,0,0
LOC_Os07g37080,0,0,0,0,0
LOC_Os07g37090,0,0,0,0,0
LOC_Os07g37100,44,1,42,3,173
LOC_Os07g37110,0,0,0,0,0
LOC_Os07g37130,0,0,0,0,0
LOC_Os07g37140,131,31,69,104,329
LOC_Os07g37150,0,0,0,0,0
LOC_Os07g37156,0,0,0,0,0
LOC_Os07g37180,135,106,66,114,116
LOC_Os07g37190,0,0,0,0,0
LOC_Os07g37200,0,0,0,0,0
LOC_Os07g37210,0,0,0,0,0
LOC_Os07g37220,683,423,271,303,764
LOC_Os07g37230,2117,1651,1225,1702,3055
LOC_Os07g37240,206246,149570,106860,143308,219869
LOC_Os07g37250,2926,1514,1886,2245,2408
LOC_Os07g37260,0,0,0,0,0
LOC_Os07g37270,333,95,222,104,113
LOC_Os07g37280,0,0,0,0,0
LOC_Os07g37290,0,0,0,0,0
LOC_Os07g37300,0,0,0,0,0
LOC_Os07g37310,112,63,131,32,146
LOC_Os07g37320,9,33,0,1,0
LOC_Os07g37330,0,0,0,0,0
LOC_Os07g37340,0,0,0,0,0
LOC_Os07g37350,0,0,0,0,2
LOC_Os07g37370,0,0,0,0,0
LOC_Os07g37385,0,0,0,0,0
LOC_Os07g37390,0,0,0,0,0
LOC_Os07g37400,0,0,0,0,0
LOC_Os07g37410,0,0,0,0,0
LOC_Os07g37420,1501,1075,776,537,2477
LOC_Os07g37430,0,0,0,0,0
LOC_Os07g37440,0,0,0,0,0
LOC_Os07g37454,46,9,2,0,0
LOC_Os07g37470,0,0,0,0,0
LOC_Os07g37480,0,0,0,0,0
LOC_Os07g37490,0,0,0,0,0
LOC_Os07g37500,0,0,0,0,0
LOC_Os07g37510,0,0,0,0,0
LOC_Os07g37520,0,0,0,0,0
LOC_Os07g37530,0,0,0,0,0
LOC_Os07g37540,0,0,0,0,0
LOC_Os07g37550,96461.682,68564.767,52045.195,66365.973,109037.598
LOC_Os07g37560,1775,828,652,1280,1752
LOC_Os07g37570,1,102,63,70,123
LOC_Os07g37580,62,70,69,114,280
LOC_Os07g37590,0,0,0,0,0
LOC_Os07g37600,0,0,0,0,0
LOC_Os07g37610,18,110,73,101,239
LOC_Os07g37620,0,0,0,0,0
LOC_Os07g37630,130,0,1,0,21
LOC_Os07g37640,0,36,47,1,1
LOC_Os07g37650,492,630,361,228,1121
LOC_Os07g37660,0,0,0,0,0
LOC_Os07g37670,0,0,0,0,0
LOC_Os07g37680,0,0,0,0,0
LOC_Os07g37690,0,0,0,0,0
LOC_Os07g37700,0,0,0,0,35
LOC_Os07g37710,0,0,0,0,0
LOC_Os07g37720,0,0,0,0,0
LOC_Os07g37730,0,0,0,0,0
LOC_Os07g37740,200,354,125,132,15
LOC_Os07g37750,516,217,147,63,273
LOC_Os07g37760,62,19,54,13,0
LOC_Os07g37790,0,0,0,0,0
LOC_Os07g37800,0,24,0,50,0
LOC_Os07g37810,0,40,0,0,0
LOC_Os07g37820,0,0,0,0,0
LOC_Os07g37830,172,27,121,137.469,159
LOC_Os07g37840,0,87,0,155.531,0
LOC_Os07g37850,0,0,0,0,0
LOC_Os07g37860,0,0,0,0,0
LOC_Os07g37870,0,0,0,0,0
LOC_Os07g37880,0,0,0,0,0
LOC_Os07g37890,128,59,45,12,57
LOC_Os07g37900,0,0,0,0,0
LOC_Os07g37910,0,0,0,0,0
LOC_Os07g37920,0,0,0,0,0
LOC_Os07g37930,0,0,0,0,0
LOC_Os07g37940,0,0,0,0,0
LOC_Os07g37950,0,0,0,0,0
LOC_Os07g37960,158,0,13,1,0
LOC_Os07g37970,0,0,0,0,0
LOC_Os07g37980,0,0,0,0,0
LOC_Os07g37990,35,126,84,161,121
LOC_Os07g38000,188,0,0,0,0
LOC_Os07g38010,0,0,0,0,0
LOC_Os07g38020,0,0,0,0,0
LOC_Os07g38030,0,54,26,38,106
LOC_Os07g38040,0,0,0,0,0
LOC_Os07g38050,0,0,0,0,0
LOC_Os07g38060,0,19,0,1,0
LOC_Os07g38070,0,0,0,0,0
LOC_Os07g38080,94,0,136,54,22
LOC_Os07g38090,121,223,154,149,313
LOC_Os07g38100,0,81,31,36,105
LOC_Os07g38110,305,77,1,59,130
LOC_Os07g38120,3,50,81,62,115
LOC_Os07g38130,0,0,0,0,0
LOC_Os07g38140,0,0,0,0,0
LOC_Os07g38150,86,0,0,65,20
LOC_Os07g38160,0,50,0,48,0
LOC_Os07g38170,0,1,41,59,212
LOC_Os07g38190,0,0,0,0,0
LOC_Os07g38200,0,0,0,0,0
LOC_Os07g38210,0,0,0,0,0
LOC_Os07g38220,0,0,0,0,8
LOC_Os07g38230,467,401,232,717,717
LOC_Os07g38240,61,25,22,29,197
LOC_Os07g38250,0,0,0,0,0
LOC_Os07g38260,0,0,0,0,0
LOC_Os07g38270,610,257,293,390,278
LOC_Os07g38280,1,59,40,98,71
LOC_Os07g38290,120,36,34,110,3
LOC_Os07g38300,207,189,199,24,477
LOC_Os07g38310,0,0,0,0,0
LOC_Os07g38320,0,0,48,0,0
LOC_Os07g38330,0,0,0,0,0
LOC_Os07g38340,0,0,0,0,0
LOC_Os07g38350,0,0,0,0,0
LOC_Os07g38360,2320,1697,1185,1698,3312
LOC_Os07g38370,0,6,78,0,0
LOC_Os07g38380,85,74,39,27,28
LOC_Os07g38390,73,108,49,0,122
LOC_Os07g38400,0,149,0,0,0
LOC_Os07g38410,0,0,0,0,0
LOC_Os07g38420,19,94,69,299,44
LOC_Os07g38430,0,0,0,0,0
LOC_Os07g38440,0,0,0,0,136
LOC_Os07g38450,0,0,0,0,0
LOC_Os07g38460,0,98,25,66,76
LOC_Os07g38470,0,0,0,0,0
LOC_Os07g38480,0,0,0,0,0
LOC_Os07g38490,1,46,66,6,103
LOC_Os07g38500,0,0,0,0,0
LOC_Os07g38510,0,0,0,0,0
LOC_Os07g38520,0,0,0,0,0
LOC_Os07g38530,652,467,405,706,1325
LOC_Os07g38540,431,84,46,24,58
LOC_Os07g38550,0,0,0,0,0
LOC_Os07g38560,11,79,8,6,150
LOC_Os07g38570,0,25,1,0,0
LOC_Os07g38580,466,151,33,34,123
LOC_Os07g38590,0,0,0,0,0
LOC_Os07g38600,0,0,1,12,0
LOC_Os07g38610,0,0,0,0,0
LOC_Os07g38620,1726,1006,705,475,1390
LOC_Os07g38630,0,0,0,0,0
LOC_Os07g38640,0,0,0,0,0
LOC_Os07g38650,0,0,0,0,0
LOC_Os07g38660,0,0,0,0,0
LOC_Os07g38664,44,44,0,1,8
LOC_Os07g38670,0,0,0,0,0
LOC_Os07g38680,0,0,0,0,0
LOC_Os07g38690,0,0,0,0,0
LOC_Os07g38700,0,0,0,0,0
LOC_Os07g38710,0,0,0,0,0
LOC_Os07g38720,0,0,0,0,0
LOC_Os07g38730,701,433,583,757,1856
LOC_Os07g38740,0,0,0,0,0
LOC_Os07g38750,0,0,0,0,0
LOC_Os07g38760,670,448,223,298,389
LOC_Os07g38770,0,0,0,0,0
LOC_Os07g38780,0,0,0,0,0
LOC_Os07g38790,326,235,125,224,469
LOC_Os07g38800,0,0,0,0,0
LOC_Os07g38810,0,0,6,0,0
LOC_Os07g38820,0,0,0,0,0
LOC_Os07g38830,126,336,379,197,741
LOC_Os07g38840,0,27,28,0,0
LOC_Os07g38850,0,4,36,4,0
LOC_Os07g38860,0,0,0,0,0
LOC_Os07g38870,0,0,0,0,0
LOC_Os07g38880,0,0,0,0,0
LOC_Os07g38890,0,0,0,0,0
LOC_Os07g38900,0,0,0,0,0
LOC_Os07g38910,0,0,0,0,0
LOC_Os07g38930,0,1,1,0,0
LOC_Os07g38940,0,0,0,42,0
LOC_Os07g38950,2,180,114,157,222
LOC_Os07g38960,195714,144228,101408,134291,214814
LOC_Os07g38970,166,91,62,72,56
LOC_Os07g38980,0,0,0,0,0
LOC_Os07g38990,0,75,0,0,0
LOC_Os07g39000,0,0,1,0,0
LOC_Os07g39010,296,151,34,69,33
LOC_Os07g39020,0,0,0,0,0
LOC_Os07g39030,0,0,0,0,0
LOC_Os07g39040,0,0,0,0,0
LOC_Os07g39060,0,0,0,0,0
LOC_Os07g39070,145,106,153,250,227
LOC_Os07g39080,0,0,0,0,0
LOC_Os07g39090,0,0,0,0,0
LOC_Os07g39100,0,0,0,0,0
LOC_Os07g39110,0,0,1,0,1
LOC_Os07g39114,401,202,144,254,321
LOC_Os07g39120,0,0,0,0,0
LOC_Os07g39130,0,0,0,0,0
LOC_Os07g39140,0,0,0,0,0
LOC_Os07g39150,0,0,0,0,0
LOC_Os07g39170,0,0,0,0,0
LOC_Os07g39180,0,0,0,0,0
LOC_Os07g39190,0,0,0,0,0
LOC_Os07g39200,0,0,0,0,0
LOC_Os07g39210,0,0,0,0,0
LOC_Os07g39220,0,1,44,32,100
LOC_Os07g39230,0,0,0,0,0
LOC_Os07g39240,0,0,0,0,0
LOC_Os07g39250,0,0,0,0,0
LOC_Os07g39260,0,0,0,0,0
LOC_Os07g39270,229,221,142,92,248
LOC_Os07g39280,0,94,6,70,185
LOC_Os07g39290,0,0,0,0,0
LOC_Os07g39300,0,177,76,36,297
LOC_Os07g39310,3,39,91,1,241
LOC_Os07g39320,0,0,0,0,0
LOC_Os07g39330,0,0,0,0,0
LOC_Os07g39340,0,0,0,0,0
LOC_Os07g39350,2,22,39,3,196
LOC_Os07g39360,0,0,0,0,0
LOC_Os07g39370,0,0,0,0,0
LOC_Os07g39380,0,0,0,0,0
LOC_Os07g39390,0,1,0,0,0
LOC_Os07g39400,4,3,0,90,0
LOC_Os07g39410,0,0,0,0,0
LOC_Os07g39420,0,0,0,0,0
LOC_Os07g39430,493,188,126,96,663
LOC_Os07g39440,0,0,0,0,0
LOC_Os07g39450,0,0,0,0,0
LOC_Os07g39460,0,0,0,0,0
LOC_Os07g39470,2159,1745,1974,2015,4309
LOC_Os07g39480,368,252,125,129,197
LOC_Os07g39490,0,0,0,0,0
LOC_Os07g39500,0,0,0,0,0
LOC_Os07g39510,157,28,30,19,81
LOC_Os07g39520,0,48,5,14,0
LOC_Os07g39530,0,0,0,0,0
LOC_Os07g39540,0,0,0,0,0
LOC_Os07g39550,0,0,0,0,0
LOC_Os07g39560,469,463,474,360,630
LOC_Os07g39570,0,0,0,0,0
LOC_Os07g39580,0,0,0,0,0
LOC_Os07g39590,1034,541,761,788,2485
LOC_Os07g39600,0,0,0,0,0
LOC_Os07g39610,0,0,0,0,0
LOC_Os07g39620,1055,604,329,417,1282
LOC_Os07g39630,1513,834,836,906,1214
LOC_Os07g39640,0,0,0,0,0
LOC_Os07g39650,0,0,0,0,0
LOC_Os07g39660,0,0,0,0,0
LOC_Os07g39670,0,0,0,0,0
LOC_Os07g39680,295,313,241,495,549
LOC_Os07g39690,0,0,0,0,0
LOC_Os07g39700,0,0,0,0,0
LOC_Os07g39710,262,358,147,169,591
LOC_Os07g39720,0,0,0,0,0
LOC_Os07g39730,1,1,42,0,0
LOC_Os07g39740,1,0,0,0,106
LOC_Os07g39750,1,39,11,1,4
LOC_Os07g39760,0,0,0,0,0
LOC_Os07g39770,0,0,0,0,0
LOC_Os07g39780,56,80,33,156,262
LOC_Os07g39790,0,41,0,0,180
LOC_Os07g39800,0,0,0,0,1
LOC_Os07g39810,1,0,1,0,0
LOC_Os07g39820,0,0,0,0,0
LOC_Os07g39830,0,0,0,0,0
LOC_Os07g39840,135,69,0,130,14
LOC_Os07g39850,0,0,0,0,0
LOC_Os07g39860,0,0,0,0,0
LOC_Os07g39870,654,562,601,507,609
LOC_Os07g39880,81,20,0,174,0
LOC_Os07g39890,0,0,0,0,0
LOC_Os07g39900,0,1,0,0,0
LOC_Os07g39910,0,0,0,0,0
LOC_Os07g39920,231,126,89,71,133
LOC_Os07g39930,0,0,0,0,0
LOC_Os07g39940,0,0,0,0,0
LOC_Os07g39950,0,0,0,0,0
LOC_Os07g39960,0,0,0,0,0
LOC_Os07g39970,0,0,0,0,0
LOC_Os07g39980,0,0,0,0,0
LOC_Os07g39990,0,0,0,0,0
LOC_Os07g40000,778,701,533,921,1074
LOC_Os07g40020,0,0,0,0,0
LOC_Os07g40030,6,220,97,279,110
LOC_Os07g40040,13,0,0,0,0
LOC_Os07g40050,0,0,0,0,0
LOC_Os07g40060,0,0,0,0,0
LOC_Os07g40070,0,0,0,0,0
LOC_Os07g40080,0,0,0,0,0
LOC_Os07g40090,0,0,0,0,0
LOC_Os07g40100,0,0,0,0,0
LOC_Os07g40110,0,0,0,0,0
LOC_Os07g40120,127,0,0,0,0
LOC_Os07g40130,0,1,0,1,0
LOC_Os07g40140,0,0,0,0,0
LOC_Os07g40150,5,48,0,0,0
LOC_Os07g40160,0,0,0,0,0
LOC_Os07g40170,0,0,0,0,0
LOC_Os07g40180,0,0,0,0,0
LOC_Os07g40200,0,0,0,0,0
LOC_Os07g40210,0,0,0,0,0
LOC_Os07g40220,0,0,0,0,0
LOC_Os07g40224,0,0,11,8,72
LOC_Os07g40230,0,0,0,0,0
LOC_Os07g40240,0,0,0,0,0
LOC_Os07g40250,0,0,0,0,12
LOC_Os07g40260,114,67,49,106,295
LOC_Os07g40270,156,52,41,122,0
LOC_Os07g40280,0,0,0,0,0
LOC_Os07g40290,0,0,0,0,0
LOC_Os07g40300,0,0,0,0,0
LOC_Os07g40310,0,0,0,0,0
LOC_Os07g40320,0,0,0,0,0
LOC_Os07g40340,0,0,0,0,0
LOC_Os07g40350,0,0,0,0,0
LOC_Os07g40360,0,0,0,0,0
LOC_Os07g40370,0,0,0,0,0
LOC_Os07g40380,0,0,0,0,0
LOC_Os07g40390,0,0,0,0,0
LOC_Os07g40404,0,0,0,0,0
LOC_Os07g40420,0,0,0,0,0
LOC_Os07g40434,0,0,0,0,0
LOC_Os07g40450,478,1103,707,904,1545
LOC_Os07g40460,127,59,51,0,38
LOC_Os07g40470,0,0,0,0,3
LOC_Os07g40480,0,37,33,0,0
LOC_Os07g40490,0,0,0,0,0
LOC_Os07g40510,127,62,0,67,97
LOC_Os07g40520,0,0,0,0,0
LOC_Os07g40530,0,0,0,0,0
LOC_Os07g40540,0,0,0,0,0
LOC_Os07g40550,244,74,105,100,198
LOC_Os07g40560,0,0,0,0,0
