,V1,V2,V3,V4
LOC_Os05g33330,0,0,0,0
LOC_Os05g33340,0,0,0,0
LOC_Os05g33350,0,0,0,0
LOC_Os05g33360,1871,1369,1426,1387
LOC_Os05g33370,0,0,0,0
LOC_Os05g33380,1421.989,1429,1217,1192
LOC_Os05g33390,207,85,96,29
LOC_Os05g33400,0,0,0,0
LOC_Os05g33410,0,0,0,0
LOC_Os05g33420,0,0,0,0
LOC_Os05g33430,0,0,0,0
LOC_Os05g33440,43,3,128,23
LOC_Os05g33450,0,0,0,0
LOC_Os05g33460,115,34,155,25
LOC_Os05g33470,0,0,0,0
LOC_Os05g33480,0,0,0,0
LOC_Os05g33490,0,0,0,0
LOC_Os05g33500,184,109,128,56
LOC_Os05g33510,924,705,1157,1162
LOC_Os05g33514,117,126,26,148
LOC_Os05g33520,64,82,202,120
LOC_Os05g33530,0,0,0,0
LOC_Os05g33550,354,273,448,387
LOC_Os05g33554,0,0,0,0
LOC_Os05g33560,0,0,0,0
LOC_Os05g33570,1743,1435,1773,907
LOC_Os05g33580,0,0,0,0
LOC_Os05g33590,44,25,84,79
LOC_Os05g33600,19,1,0,0
LOC_Os05g33610,158,371,196,72
LOC_Os05g33620,268,194,107,22.482
LOC_Os05g33630,1109,1093,1065,1322.518
LOC_Os05g33644,0,0,0,0
LOC_Os05g33660,0,0,0,0
LOC_Os05g33670,0,0,0,0
LOC_Os05g33680,0,0,0,0
LOC_Os05g33690,0,0,0,0
LOC_Os05g33700,0,40,0,5
LOC_Os05g33710,97,170,94,71
LOC_Os05g33720,0,0,0,0
LOC_Os05g33730,321,316,323,409
LOC_Os05g33740,0,0,0,0
LOC_Os05g33750,0,0,0,0
LOC_Os05g33760,0,0,2,0
LOC_Os05g33770,0,0,0,0
LOC_Os05g33780,0,0,0,0
LOC_Os05g33790,4.566,0,0,0
LOC_Os05g33800,0,0,0,0
LOC_Os05g33810,1753,2036,1523,1629
LOC_Os05g33820,99,246,47,206
LOC_Os05g33830,0,0,0,0
LOC_Os05g33840,76,30,245,218
LOC_Os05g33850,111,52,64,53
LOC_Os05g33860,0,0,0,0
LOC_Os05g33870,0,0,0,0
LOC_Os05g33880,1046,1213,767,1304
LOC_Os05g33890,4,27,0,0
LOC_Os05g33900,3030,3787,3196,2307
LOC_Os05g33910,0,0,0,0
LOC_Os05g33920,0,0,0,0
LOC_Os05g33930,0,0,0,0
LOC_Os05g33940,3173,3002,2691,3468
LOC_Os05g33960,0,0,0,0
LOC_Os05g33970,0,0,0,0
LOC_Os05g33980,0,0,0,0
LOC_Os05g33990,0,0,0,0
LOC_Os05g34000,0,0,50,5
LOC_Os05g34010,383,518,266,162
LOC_Os05g34020,0,0,0,0
LOC_Os05g34030,0,0,0,0
LOC_Os05g34040,57,0,0,0
LOC_Os05g34050,499,758,750,655
LOC_Os05g34060,0,0,0,0
LOC_Os05g34070,135,109,27,99
LOC_Os05g34080,0,0,0,0
LOC_Os05g34090,0,0,0,0
LOC_Os05g34100,0,0,0,0
LOC_Os05g34110,1259,1549,1504,1765
LOC_Os05g34120,0,0,0,0
LOC_Os05g34130,4,9,75,210
LOC_Os05g34140,0,0,0,0
LOC_Os05g34150,0,0,0,0
LOC_Os05g34160,0,0,0,0
LOC_Os05g34170,106,1,0,47
LOC_Os05g34180,174,160,68,164
LOC_Os05g34190,0,0,0,0
LOC_Os05g34200,0,0,0,0
LOC_Os05g34210,3872,3372,3912,4804
LOC_Os05g34220,89,32,69,0
LOC_Os05g34230,34,112,145,149
LOC_Os05g34240,0,0,45,16
LOC_Os05g34260,736,814,577,702
LOC_Os05g34270,377,326,190,606
LOC_Os05g34280,0,0,0,0
LOC_Os05g34290,0,8,21,0
LOC_Os05g34300,0,0,0,0
LOC_Os05g34310,0,0,0,0
LOC_Os05g34320,0,0,0,0
LOC_Os05g34325,0,0,0,0
LOC_Os05g34330,0,0,0,0
LOC_Os05g34340,0,0,0,0
LOC_Os05g34350,0,0,0,0
LOC_Os05g34360,0,0,0,0
LOC_Os05g34370,0,0,0,0
LOC_Os05g34380,0,0,0,0
LOC_Os05g34390,0,0,0,0
LOC_Os05g34400,0,0,0,0
LOC_Os05g34410,0,0,0,0
LOC_Os05g34420,0,0,0,0
LOC_Os05g34440,0,0,0,0
LOC_Os05g34450,0,0,0,0
LOC_Os05g34460,37,0,1,67
LOC_Os05g34470,136,7,71,171
LOC_Os05g34480,53,90,7,0
LOC_Os05g34490,0,0,0,0
LOC_Os05g34500,24,22,0,0
LOC_Os05g34510,0,0,0,0
LOC_Os05g34520,0,0,0,0
LOC_Os05g34530,0,0,0,0
LOC_Os05g34540,2580,2495,3048,2267.999
LOC_Os05g34550,20,0,0,0
LOC_Os05g34560,0,0,0,0
LOC_Os05g34570,0,0,0,0
LOC_Os05g34580,0,0,0,0
LOC_Os05g34590,0,0,0,0
LOC_Os05g34600,0,0,49,1
LOC_Os05g34610,0,0,0,0
LOC_Os05g34620,0,0,0,0
LOC_Os05g34630,65,9,245,101
LOC_Os05g34640,321,252,319,238
LOC_Os05g34650,1132,478,1321,446
LOC_Os05g34655,0,0,0,0
LOC_Os05g34660,0,0,0,0
LOC_Os05g34670,516,378,561,394
LOC_Os05g34680,507,600,362,774
LOC_Os05g34690,0,0,0,0
LOC_Os05g34700,0,0,0,0
LOC_Os05g34710,180,32,52,109
LOC_Os05g34720,51,81,186,108
LOC_Os05g34730,4,0,0,0
LOC_Os05g34740,0,0,0,0
LOC_Os05g34750,0,0,0,0
LOC_Os05g34760,117,4,2,18
LOC_Os05g34770,3051,2582,3047,2352
LOC_Os05g34780,172,121,47,166
LOC_Os05g34790,2,0,0,0
LOC_Os05g34800,1,0,0,0
LOC_Os05g34810,0,0,0,0
LOC_Os05g34820,97,279,171,239
LOC_Os05g34830,481,319,312,872
LOC_Os05g34840,0,0,0,0
LOC_Os05g34854,0,0,0,0
LOC_Os05g34870,0,0,0,0
LOC_Os05g34880,37,46,79,84
LOC_Os05g34890,0,0,0,0
LOC_Os05g34900,91,272,153,91
LOC_Os05g34910,0,0,0,0
LOC_Os05g34914,190,139,124,38
LOC_Os05g34920,41,117,70,32
LOC_Os05g34930,0,0,0,0
LOC_Os05g34940,0,0,0,0
LOC_Os05g34950,70,54,85,39
LOC_Os05g34970,0,0,0,0
LOC_Os05g34980,20288,20474,17082,17832
LOC_Os05g34990,0,0,0,0
LOC_Os05g35000,0,0,0,0
LOC_Os05g35010,0,0,0,0
LOC_Os05g35030,0,0,0,0
LOC_Os05g35040,0,0,0,0
LOC_Os05g35050,0,0,0,0
LOC_Os05g35060,116,366,29,111
LOC_Os05g35070,0,0,0,0
LOC_Os05g35080,0,0,0,0
LOC_Os05g35090,0,0,0,0
LOC_Os05g35100,0,0,0,0
LOC_Os05g35110,86,100,146,190
LOC_Os05g35130,0,0,0,0
LOC_Os05g35140,0,0,0,1
LOC_Os05g35150,0,0,0,0
LOC_Os05g35160,0,0,0,0
LOC_Os05g35170,1098,567,650,1154
LOC_Os05g35180,0,0,0,0
LOC_Os05g35190,151,104,138,209
LOC_Os05g35200,788,945,747,1048
LOC_Os05g35210,0,0,0,0
LOC_Os05g35220,0,0,0,0
LOC_Os05g35230,0,0,0,0
LOC_Os05g35240,0,0,0,0
LOC_Os05g35250,0,0,0,0
LOC_Os05g35260,355,196,162,85
LOC_Os05g35266,86,145,61,123
LOC_Os05g35274,604,498,470,726
LOC_Os05g35290,223,43.879,22.991,132
LOC_Os05g35300,0,0,0,0
LOC_Os05g35310,0,0,0,0
LOC_Os05g35320,0,0,5.668,0
LOC_Os05g35330,0,0,0,0
LOC_Os05g35340,0,0,0,0
LOC_Os05g35350,0,0,0,0
LOC_Os05g35360,0,0,0,0
LOC_Os05g35370,0,0,0,0
LOC_Os05g35380,0,0,0,0
LOC_Os05g35390,0,0,0,0
LOC_Os05g35400,0,0,0,0
LOC_Os05g35410,563,356,236,497
LOC_Os05g35420,0,0,0,0
LOC_Os05g35430,0,0,0,0
LOC_Os05g35440,322,544,605,285
LOC_Os05g35444,1485.275,1218.879,1918.993,1983.906
LOC_Os05g35450,0,0,0,0
LOC_Os05g35460,126,329,366,232
LOC_Os05g35470,168,121,202,204
LOC_Os05g35480,0,0,0,0
LOC_Os05g35490,0,0,0,0
LOC_Os05g35500,37,46,0,17
LOC_Os05g35510,0,0,0,0
LOC_Os05g35520,32,69,0,111
LOC_Os05g35530,225,318,65,157
LOC_Os05g35540,15,0,29,0
LOC_Os05g35550,0,0,0,0
LOC_Os05g35560,0,0,0,0
LOC_Os05g35570,0,59,0,0
LOC_Os05g35580,52,33,134,168
LOC_Os05g35594,9,71,136,7
LOC_Os05g35610,0,0,0,0
LOC_Os05g35620,0,0,0,0
LOC_Os05g35630,0,0,0,0
LOC_Os05g35650,64,121,37,101.812
LOC_Os05g35690,0,0,0,0
LOC_Os05g35700,0,0,0,0
LOC_Os05g35710,1154,1514,1138,1190
LOC_Os05g35720,208,111,103,114
LOC_Os05g35730,44,7,0,0
LOC_Os05g35740,837,1097,1550,1231
LOC_Os05g35750,0,0,0,0
LOC_Os05g35760,0,0,0,0
LOC_Os05g35770,0,0,0,0
LOC_Os05g35780,0,0,0,0
LOC_Os05g35800,0,0,0,0
LOC_Os05g35810,0,0,0,0
LOC_Os05g35820,0,0,0,0
LOC_Os05g35830,0,0,0,0
LOC_Os05g35840,0,0,0,0
LOC_Os05g35850,0,0,0,0
LOC_Os05g35860,0,0,0,0
LOC_Os05g35870,0,0,0,0
LOC_Os05g35880,0,0,0,0
LOC_Os05g35890,0,0,0,0
LOC_Os05g35900,0,0,0,0
LOC_Os05g35910,0,0,0,0
LOC_Os05g35920,0,0,0,0
LOC_Os05g35930,121,0,89,42
LOC_Os05g35940,0,0,0,0
LOC_Os05g35950,0,0,0,0
LOC_Os05g35960,0,0,0,0
LOC_Os05g35970,82,27,95,76
LOC_Os05g35980,250,283,260.089,216.883
LOC_Os05g36000,3,16,0,0
LOC_Os05g36010,1,0,63,0
LOC_Os05g36020,0,0,0,0
LOC_Os05g36030,0,0,0,0
LOC_Os05g36040,0,0,0,0
LOC_Os05g36050,0,0,0,0
LOC_Os05g36060,0,0,0,0
LOC_Os05g36070,1304,1582,1073,1261
LOC_Os05g36080,0,0,0,0
LOC_Os05g36090,0,0,6,42
LOC_Os05g36100,0,0,0,0
LOC_Os05g36110,484,199,235,429
LOC_Os05g36120,221,129,209,261
LOC_Os05g36130,0,0,0,0
LOC_Os05g36140,0,0,0,0
LOC_Os05g36150,212,72,32,36
LOC_Os05g36160,228,873,247,92
LOC_Os05g36170,0,0,0,0
LOC_Os05g36180,0,0,0,0
LOC_Os05g36184,202,213,233,290
LOC_Os05g36186,0,6,50,0
LOC_Os05g36190,29,99,162,107
LOC_Os05g36200,0,0,0,0
LOC_Os05g36210,0,0,0,0
LOC_Os05g36220,0,0,0,0
LOC_Os05g36230,87.415,35.017,77.395,16.179
LOC_Os05g36240,0,26.12,23.684,1
LOC_Os05g36250,0,0,0,0
LOC_Os05g36260,0,0,41,0
LOC_Os05g36270,661,769,675,942
LOC_Os05g36280,15.026,26.012,0,0
LOC_Os05g36290,3959,4443,4457,4814
LOC_Os05g36300,0,0,0,0
LOC_Os05g36310,726,452,916,890
LOC_Os05g36320,964,762,1090,763
LOC_Os05g36330,0,0,0,0
LOC_Os05g36340,218,133,158,261
LOC_Os05g36350,84,272,159,148
LOC_Os05g36360,10783,9675,11044,12660
LOC_Os05g36370,0,0,0,0
LOC_Os05g36380,0,0,0,0
LOC_Os05g36390,0,0,0,0
LOC_Os05g36400,0,0,0,0
LOC_Os05g36900,0,0,0,0
LOC_Os05g36910,162,337,388,112
LOC_Os05g36920,0,0,0,0
LOC_Os05g36930,24,0,76,0
LOC_Os05g36940,0,0,0,0
LOC_Os05g36950,0,0,0,0
LOC_Os05g36960,0,0,0,0
LOC_Os05g36970,0,0,0,0
LOC_Os05g36980,0,0,0,0
LOC_Os05g36990,0,0,0,0
LOC_Os05g36994,189,154,54,136
LOC_Os05g37000,0,0,0,0
LOC_Os05g37010,0,0,0,0
LOC_Os05g37020,0,0,0,0
LOC_Os05g37030,0,0,0,0
LOC_Os05g37040,0,0,0,0
LOC_Os05g37050,0,0,0,0
LOC_Os05g37060,0,0,0,0
LOC_Os05g37070,0,0,0,0
LOC_Os05g37080,0,0,0,0
LOC_Os05g37090,0,0,0,0
LOC_Os05g37100,0,0,0,0
LOC_Os05g37110,0,0,0,0
LOC_Os05g37120,271,80,110,244
LOC_Os05g37130,0,0,0,0
LOC_Os05g37140,1127,1291,1481,1257
LOC_Os05g37150,221,151,118,199
LOC_Os05g37160,10,0,38,0
LOC_Os05g37170,28,82,6,49
LOC_Os05g37180,0,0,0,0
LOC_Os05g37190,66,653,147,391
LOC_Os05g37200,122,67,23,49
LOC_Os05g37210,0,0,0,0
LOC_Os05g37225,0,0,0,0
LOC_Os05g37230,0,0,0,0
LOC_Os05g37250,254,188,255,391
LOC_Os05g37260,0,0,0,0
LOC_Os05g37270,0,0,0,0
LOC_Os05g37280,0,0,0,0
LOC_Os05g37290,0,0,0,0
LOC_Os05g37300,0,0,0,0
LOC_Os05g37310,0,0,0,0
LOC_Os05g37320,0,0,0,0
LOC_Os05g37330,4125,3666,3886,4102
LOC_Os05g37340,0,0,0,0
LOC_Os05g37350,0,53.38,0,170.434
LOC_Os05g37360,0,0,0,0
LOC_Os05g37370,0,0,0,0
LOC_Os05g37380,0,0,0,0
LOC_Os05g37390,575,319,143,985
LOC_Os05g37400,140,220,228,55
LOC_Os05g37410,129,86.62,65,113.566
LOC_Os05g37420,0,0,0,0
LOC_Os05g37434,538,551,355,870
LOC_Os05g37450,47,24,13,0
LOC_Os05g37460,325,127,301,285
LOC_Os05g37470,61,177,36.001,0
LOC_Os05g37480,0,0,0,0
LOC_Os05g37490,0,0,0,0
LOC_Os05g37500,457,516,321,344
LOC_Os05g37510,0,0,0,0
LOC_Os05g37520,69,101,10,527
LOC_Os05g37530,0,0,0,0
LOC_Os05g37540,0,0,0,0
LOC_Os05g37550,0,0,0,0
LOC_Os05g37560,0,0,0,0
LOC_Os05g37570,0,0,0,0
LOC_Os05g37580,0,0,0,0
LOC_Os05g37590,0,0,0,0
LOC_Os05g37600,0,0,0,0
LOC_Os05g37610,0,0,0,0
LOC_Os05g37620,0,0,0,0
LOC_Os05g37630,0,0,0,0
LOC_Os05g37640,0,0,0,0
LOC_Os05g37650,0,0,0,0
LOC_Os05g37660,0,0,0,0
LOC_Os05g37670,0,0,0,0
LOC_Os05g37680,0,0,0,0
LOC_Os05g37690,809,744,629,516
LOC_Os05g37700,963,843,605,713
LOC_Os05g37710,0,0,0,0
LOC_Os05g37720,0,0,0,0
LOC_Os05g37730,4566,4404,4431,4458
LOC_Os05g37740,0,0,0,0
LOC_Os05g37750,0,0,0,0
LOC_Os05g37760,0,0,0,0
LOC_Os05g37770,0,0,0,0
LOC_Os05g37780,0,0,0,0
LOC_Os05g37790,0,0,0,0
LOC_Os05g37800,0,0,0,0
LOC_Os05g37810,0,0,0,0
LOC_Os05g37820,39,98,58,0
LOC_Os05g37830,0,0,62,0
LOC_Os05g37840,0,0,0,0
LOC_Os05g37860,0,0,0,0
LOC_Os05g37870,0,0,0,0
LOC_Os05g37880,169,33,112,139
LOC_Os05g37884,70,145,43,35
LOC_Os05g37890,0,0,0,0
LOC_Os05g37900,422,335,254,87
LOC_Os05g37910,78,232,143,60
LOC_Os05g37920,0,0,0,0
LOC_Os05g37930,399,204,353,782
LOC_Os05g37940,0,0,0,0
LOC_Os05g37950,0,107,76,0
LOC_Os05g37970,0,26.581,52.48,0
LOC_Os05g37980,0,0,0,0
LOC_Os05g37990,0,0,0,0
LOC_Os05g38000,0,0,0,0
LOC_Os05g38010,0,0,0,0
LOC_Os05g38020,0,0,0,0
LOC_Os05g38030,0,0,0,0
LOC_Os05g38040,1848,1155,1010,1046
LOC_Os05g38050,0,0,0,0
LOC_Os05g38060,0,0,0,0
LOC_Os05g38070,0,0,0,0
LOC_Os05g38080,0,0,0,0
LOC_Os05g38090,0,0,0,0
LOC_Os05g38100,0,0,0,0
LOC_Os05g38110,0,0,0,0
LOC_Os05g38120,269,307,344,110
LOC_Os05g38130,0,0,0,0
LOC_Os05g38140,3207,2441,3433,3421
LOC_Os05g38150,214,109,255,55
LOC_Os05g38160,172,194,304,89
LOC_Os05g38170,29,88,111,153
LOC_Os05g38180,301,274,202,120
LOC_Os05g38190,0,0,0,0
LOC_Os05g38210,16,31,9,30
LOC_Os05g38219,2,40,25,69
LOC_Os05g38230,0,0,23,0
LOC_Os05g38240,0,0,0,0
LOC_Os05g38250,67,141,2,213
LOC_Os05g38260,220,234,322,201
LOC_Os05g38264,0,26,1,23
LOC_Os05g38270,294,263,145,290
LOC_Os05g38280,0,55.149,27.002,49.332
LOC_Os05g38290,0,2,39,0
LOC_Os05g38300,0,0,0,0
LOC_Os05g38310,0,0,0,0
LOC_Os05g38320,0,0,0,0
LOC_Os05g38330,147,113,99,231
LOC_Os05g38340,0,0,0,0
LOC_Os05g38350,0,0,0,0
LOC_Os05g38360,40,0,63,0
LOC_Os05g38370,3960,4012,3047,4797
LOC_Os05g38380,0,6,0,0
LOC_Os05g38390,0,0,0,0
LOC_Os05g38400,1591,1671,1685,2042
LOC_Os05g38410,0,0,0,0
LOC_Os05g38420,1,0,0,0
LOC_Os05g38430,0,0,0,0
LOC_Os05g38440,0,0,0,0
LOC_Os05g38450,0,0,0,0
LOC_Os05g38460,0,0,0,35
LOC_Os05g38470,123,116,65,22
LOC_Os05g38480,0,0,0,0
LOC_Os05g38490,0,0,0,0
LOC_Os05g38500,0,0,0,0
LOC_Os05g38510,0,0,0,0
LOC_Os05g38520,1960,1993,1802,1645
LOC_Os05g38530,2252.99,2521.358,2393,3131.805
LOC_Os05g38540,0,0,0,0
LOC_Os05g38550,4155,3856,4002,3564
LOC_Os05g38560,2,0,0,1
LOC_Os05g38570,75,209,143,17
LOC_Os05g38580,0,56,42,24
LOC_Os05g38590,128,151,67,272
LOC_Os05g38600,0,0,0,0
LOC_Os05g38610,147,157,378,330
LOC_Os05g38620,0,0,0,0
LOC_Os05g38630,973,867,1113,1072
LOC_Os05g38640,5123,5082,5847,5441
LOC_Os05g38650,0,0,0,0
LOC_Os05g38660,1984.336,2054.885,2191.189,2438.913
LOC_Os05g38670,0,0,0,0
LOC_Os05g38680,0,1,0,0
LOC_Os05g38690,0,0,0,0
LOC_Os05g38700,0,0,0,0
LOC_Os05g38710,316,203,224,181
LOC_Os05g38720,0,0,45,0
LOC_Os05g38730,75,123,204,167
LOC_Os05g38740,80.33,109.391,14.064,88.201
LOC_Os05g38750,0,0,0,0
LOC_Os05g38760,0,0,0,0
LOC_Os05g38770,0,0,0,0
LOC_Os05g38780,0,0,0,0
LOC_Os05g38790,0,15,5,0
LOC_Os05g38800,0,63,90,229
LOC_Os05g38810,1564,1745,1400,1693
LOC_Os05g38820,0,0,0,0
LOC_Os05g38830,503,217,360,260
LOC_Os05g38840,0,0,0,0
LOC_Os05g38850,0,0,0,0
LOC_Os05g38860,0,0,0,0
LOC_Os05g38870,0,0,0,0
LOC_Os05g38880,247,70,161,26
LOC_Os05g38890,0,0,0,0
LOC_Os05g38900,0,0,0,0
LOC_Os05g38910,0,0,0,0
LOC_Os05g38920,0,0,0,0
LOC_Os05g38930,0,0,0,0
LOC_Os05g38940,0,0,0,0
LOC_Os05g38950,24,28,41,0
LOC_Os05g38960,0,0,0,0
LOC_Os05g38980,0,0,0,0
LOC_Os05g38984,0,0,0,0
LOC_Os05g38990,0,0,0,0
LOC_Os05g39000,0,0,0,0
LOC_Os05g39010,0,0,0,0
LOC_Os05g39020,0,0,0,0
LOC_Os05g39030,0,0,0,0
LOC_Os05g39040,0,0,0,0
LOC_Os05g39050,1655.763,1059.117,1453.007,1556.174
LOC_Os05g39060,16,26,8,0
LOC_Os05g39070,214,104,287,364
LOC_Os05g39080,0,1,61,0
LOC_Os05g39090,247,18,0,174
LOC_Os05g39100,0,0,0,0
LOC_Os05g39110,900,789,1082,610
LOC_Os05g39120,0,28,0,79
LOC_Os05g39130,0,0,0,0
LOC_Os05g39140,52,59,126,0
LOC_Os05g39150,2,1,0,0
LOC_Os05g39160,0,0,0,0
LOC_Os05g39170,0,0,0,0
LOC_Os05g39180,0,0,0,0
LOC_Os05g39190,0,0,0,0
LOC_Os05g39200,0,0,0,0
LOC_Os05g39210,0,0,0,0
LOC_Os05g39220,0,0,0,0
LOC_Os05g39230,107,87,48,38
LOC_Os05g39240,135,1,3,21
LOC_Os05g39250,0,0,0,0
LOC_Os05g39260,53,0,103,0
LOC_Os05g39270,0,0,0,0
LOC_Os05g39280,0,0,0,0
LOC_Os05g39290,0,0,0,0
LOC_Os05g39300,0,0,0,0
LOC_Os05g39310,0,0,0,0
LOC_Os05g39320,0,0,0,0
LOC_Os05g39330,0,0,0,0
LOC_Os05g39340,0,0,0,0
LOC_Os05g39350,1,0,84,47
LOC_Os05g39360,0,0,0,0
LOC_Os05g39370,0,0,0,0
LOC_Os05g39374,32,58,62,57
LOC_Os05g39380,289,105,391,246
LOC_Os05g39390,191,205,140,96
LOC_Os05g39400,0,0,0,0
LOC_Os05g39410,245,272,63,122
LOC_Os05g39420,0,0,0,0
LOC_Os05g39430,0,0,0,0
LOC_Os05g39440,0,0,0,0
LOC_Os05g39450,9,23,0,0
LOC_Os05g39460,0,0,0,0
LOC_Os05g39470,0,0,0,0
LOC_Os05g39480,0,0,0,0
LOC_Os05g39490,0,0,0,0
LOC_Os05g39500,0,43,0,0
LOC_Os05g39510,0,0,0,0
LOC_Os05g39520,211,25,33,102
LOC_Os05g39530,180,85,53,64
LOC_Os05g39540,3,0,28,0
LOC_Os05g39560,17,0,0,0
LOC_Os05g39570,0,0,0,0
LOC_Os05g39580,0,0,0,0
LOC_Os05g39590,0,0,0,0
LOC_Os05g39600,13,0,0,0
LOC_Os05g39610,400,304,281,275
LOC_Os05g39620,0,0,0,0
LOC_Os05g39630,0,0,0,0
LOC_Os05g39640,0,0,0,0
LOC_Os05g39650,248.002,216.822,221,141
LOC_Os05g39660,0,0,0,0
LOC_Os05g39670,432,367,640,434
LOC_Os05g39680,67,101,158,130
LOC_Os05g39690,0,0,63,0
LOC_Os05g39700,0,0,0,0
LOC_Os05g39710,0,0,0,0
LOC_Os05g39720,0,0,0,0
LOC_Os05g39730,57,113,37,95
LOC_Os05g39740,0,0,0,0
LOC_Os05g39750,0,0,0,0
LOC_Os05g39760,807,689,776,1036
LOC_Os05g39770,0,56,0,0
LOC_Os05g39790,0,0,0,0
LOC_Os05g39800,0,0,65,0
LOC_Os05g39830,0,0,0,0
LOC_Os05g39840,0,0,0,0
LOC_Os05g39850,0,0,0,0
LOC_Os05g39860,0,31,0,0
LOC_Os05g39870,0,0,0,0
LOC_Os05g39880,0,0,0,0
LOC_Os05g39890,0,0,0,0
LOC_Os05g39900,0,0,0,0
LOC_Os05g39910,0,0,0,0
LOC_Os05g39920,0,0,0,0
LOC_Os05g39930,689,516,397,648
LOC_Os05g39940,0,0,0,0
LOC_Os05g39950,0,0,0,0
LOC_Os05g39960,1844,1931,2163,2188
LOC_Os05g39970,0,0,0,0
LOC_Os05g39980,0,0,0,0
LOC_Os05g39990,0,0,0,0
LOC_Os05g40000,29.052,43,56,1
LOC_Os05g40010,412,319,317,353
LOC_Os05g40020,0,0,0,0
LOC_Os05g40030,0,0,0,0
LOC_Os05g40040,136,117,87,62
LOC_Os05g40050,0,13,7,11
LOC_Os05g40060,0,0,0,0
LOC_Os05g40070,0,0,0,0
LOC_Os05g40080,0,0,0,0
LOC_Os05g40090,0,0,0,0
LOC_Os05g40100,0,0,0,0
LOC_Os05g40110,0,0,0,0
LOC_Os05g40120,0,0,0,0
LOC_Os05g40130,0,0,0,0
LOC_Os05g40140,0,0,0,0
LOC_Os05g40150,0,0,20,66
LOC_Os05g40160,0,0,23,0
LOC_Os05g40170,5,0,1,1
LOC_Os05g40180,80,94,155,163
LOC_Os05g40190,0,0,7,0
LOC_Os05g40200,47,109,9,80
LOC_Os05g40212,44,38,22,204
LOC_Os05g40220,166,107,0,104
LOC_Os05g40230,0,0,0,0
LOC_Os05g40240,0,0,0,0
LOC_Os05g40250,0,0,0,0
LOC_Os05g40260,41,44,91,66
LOC_Os05g40270,118,69,0,218
LOC_Os05g40280,129,54,44,154
LOC_Os05g40285,0,0,0,0
LOC_Os05g40290,52,194,35,24
LOC_Os05g40300,2680,2558,3179,3206
LOC_Os05g40310,0,0,0,0
LOC_Os05g40320,72,17,1,0
LOC_Os05g40330,66,40,46,0
LOC_Os05g40340,0,0,0,0
LOC_Os05g40350,0,0,0,0
LOC_Os05g40360,0,0,0,0
LOC_Os05g40370,0,0,0,0
LOC_Os05g40384,0,0,0,0
LOC_Os05g40400,0,0,0,0
LOC_Os05g40410,135,195,262,234
LOC_Os05g40420,845,600,651,1281
LOC_Os05g40430,0,0,0,0
LOC_Os05g40440,0,0,0,0
LOC_Os05g40450,0,0,0,0
LOC_Os05g40460,0,0,0,0
LOC_Os05g40470,0,0,0,0
LOC_Os05g40480,0,0,0,0
LOC_Os05g40490,0,0,0,0
LOC_Os05g40500,0,0,0,0
LOC_Os05g40510,0,0,0,0
LOC_Os05g40520,0,0,0,0
LOC_Os05g40530,0,0,0,0
LOC_Os05g40540,0,0,0,0
LOC_Os05g40550,0,0,0,0
LOC_Os05g40560,0,0,0,0
LOC_Os05g40570,0,0,0,0
LOC_Os05g40580,0,0,0,0
LOC_Os05g40590,0,0,0,0
LOC_Os05g40600,0,0,0,0
LOC_Os05g40610,0,0,0,0
LOC_Os05g40620,0,0,0,0
LOC_Os05g40630,42,31,27,113
LOC_Os05g40640,0,0,0,0
LOC_Os05g40650,0,0,0,0
LOC_Os05g40660,0,0,0,0
LOC_Os05g40670,0,0,0,0
LOC_Os05g40680,0,0,0,0
LOC_Os05g40700,0,0,0,0
LOC_Os05g40710,0,0,0,0
LOC_Os05g40720,0,0,0,0
LOC_Os05g40730,0,0,0,0
LOC_Os05g40740,0,0,0,0
LOC_Os05g40750,0,0,0,0
LOC_Os05g40760,0,0,0,0
LOC_Os05g40770,9,0,84,55
LOC_Os05g40780,358,379,270,265
LOC_Os05g40790,0,0,0,0
LOC_Os05g40800,0,0,0,0
LOC_Os05g40810,26,20,0,92
LOC_Os05g40820,881,805,392,710
LOC_Os05g40830,0,0,0,0
LOC_Os05g40840,0,0,0,0
LOC_Os05g40850,0,0,0,0
LOC_Os05g40860,0,0,0,0
LOC_Os05g40870,0,0,0,0
LOC_Os05g40880,0,0,0,0
LOC_Os05g40890,89,34,43,0
LOC_Os05g40900,129,112,182,104
LOC_Os05g40910,93,173,41,92
LOC_Os05g40920,0,0,7,0
LOC_Os05g40930,0,0,0,0
LOC_Os05g40940,0,0,0,0
LOC_Os05g40950,304,193,392,603
LOC_Os05g40960,5596,4779,5172,5706
LOC_Os05g40970,0,0,0,0
LOC_Os05g40980,165,35,215,432
LOC_Os05g40990,36,39,32,75
LOC_Os05g41000,199,221,267,223
LOC_Os05g41010,128,172,243,140
LOC_Os05g41030,112,115,115,191
LOC_Os05g41040,0,0,0,0
LOC_Os05g41050,42,45,0,194
LOC_Os05g41060,38,7,40,16
LOC_Os05g41070,162,203,182,69
LOC_Os05g41080,39,0,25,0
LOC_Os05g41090,0,0,0,0
LOC_Os05g41100,435,538,562,621
LOC_Os05g41110,1625.998,918,1189,1383
LOC_Os05g41120,243,213,285,85
LOC_Os05g41130,159,330,286,294
LOC_Os05g41150,162,17,64,92
LOC_Os05g41160,214,354,248,704
LOC_Os05g41166,0,0,0,0
LOC_Os05g41172,534,210,464,389
LOC_Os05g41180,155,74.476,65,324
