ACCOACc_M,"Acetyl-CoA carboxylase, cytosolic",accoa_c0 + atp_c0 + hco3_c0 --> adp_c0 + h_c0 + malcoa_c0 + pi_c0,"(0.0, 1000.0)"
PHENH4Lc_M,Phenylalanine ammonia-lyase,phe-L_c0 <=> h_c0 + nh4_c0 + t-cinn_c0,"(-1000.0, 1000.0)"
TYRNH4Lc_M,Tyrosine ammonia-lyase,tyr-L_c0 <=> coum_c0 + h_c0 + nh4_c0,"(-1000.0, 1000.0)"
COUMCOARc_M,4-coumaryl-CoA reductase,coumcoa_c0 + h_c0 + nadph_c0 --> coa_c0 + coumald_c0 + nadp_c0,"(0.0, 1000.0)"
COUMCOALc_M,4-coumarate--CoA ligase,atp_c0 + coa_c0 + coum_c0 --> amp_c0 + coumcoa_c0 + ppi_c0,"(0.0, 1000.0)"
CAFFCMTc_M,Caffeoyl-CoA O-methyltransferase,amet_c0 + caffcoa_c0 --> ahcys_c0 + fercoa_c0 + h_c0,"(0.0, 1000.0)"
CAFFQTc_M,"Caffeoyl-CoA:quinate O-(3,4-dihydroxycinnamoyl)transferase",caffqnt_c0 + coa_c0 --> caffcoa_c0 + qnt_c0,"(0.0, 1000.0)"
FERCOARc_M,feruloyl-CoA reductase,fercoa_c0 + h_c0 + nadph_c0 --> coa_c0 + conald_c0 + nadp_c0,"(0.0, 1000.0)"
TCMO4c_M,Trans-cinnamate 4-monooxygenase,h_c0 + nadph_c0 + o2_c0 + t-cinn_c0 --> coum_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
TCMO2c_M,Trans-cinnamate 2-monooxygenase,h_c0 + nadph_c0 + o2_c0 + t-cinn_c0 --> 2-coum_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
SKMHCTc_M,Shikimate O-hydroxycinnamoyltransferase,coumcoa_c0 + skm_c0 --> coa_c0 + coumskm_c0,"(0.0, 1000.0)"
CONOHDHc_M,coniferyl-alcohol dehydrogenase,conald_c0 + h_c0 + nadph_c0 --> conoh_c0 + nadp_c0,"(0.0, 1000.0)"
SINOHDHc_M,sinapyl-alcohol dehydrogenase,h_c0 + nadph_c0 + sinald_c0 --> nadp_c0 + sinoh_c0,"(0.0, 1000.0)"
COUMQMOc_M,coumaroylquinate 3-monooxygenase,coumqnt_c0 + h_c0 + nadph_c0 + o2_c0 --> caffqnt_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
FERH2c_M,ferulate 5-hydroxylase,conald_c0 + h_c0 + nadph_c0 + o2_c0 --> h2o_c0 + hconald_c0 + nadp_c0,"(0.0, 1000.0)"
CONCMTc_M,"S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase",amet_c0 + hconald_c0 --> ahcys_c0 + h_c0 + sinald_c0,"(0.0, 1000.0)"
COUMSKMMOc_M,coumaroylshikimate 3-monooxygenase,coumskm_c0 + h_c0 + nadph_c0 + o2_c0 --> caffskm_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
COUMCQHc_M,p-coumaroyl-CoA:quinate hydroxycinnamoyltransferase,coumcoa_c0 + qnt_c0 --> coa_c0 + coumqnt_c0,"(0.0, 1000.0)"
HCCSHCTc_M,Hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyltransferase,caffskm_c0 + coa_c0 --> caffcoa_c0 + skm_c0,"(0.0, 1000.0)"
COUMOHDHc_M,4-coumaryl-alcohol dehydrogenase,coumald_c0 + h_c0 + nadph_c0 --> coumoh_c0 + nadp_c0,"(0.0, 1000.0)"
CINNCOARc_M,Cinnamoyl-CoA reductase ,cinncoa_c0 + h_c0 + nadph_c0 --> cinnald_c0 + coa_c0 + nadp_c0,"(0.0, 1000.0)"
CINNCOALc_M,cinnamate:CoA ligase,atp_c0 + coa_c0 + t-cinn_c0 --> amp_c0 + cinncoa_c0 + ppi_c0,"(0.0, 1000.0)"
CINNALDOc_M,cinnamaldehyde oxidase,cinnald_c0 + h2o_c0 + o2_c0 <=> h2o2_c0 + h_c0 + t-cinn_c0,"(-1000.0, 1000.0)"
CINNOHDHc_M,cinnamyl-alcohol dehydrogenase,cinnoh_c0 + nadp_c0 <=> cinnald_c0 + h_c0 + nadph_c0,"(-1000.0, 1000.0)"
TFCOASc_M,trans-feruloyl-CoA synthase,atp_c0 + coa_c0 + fer_c0 --> amp_c0 + fercoa_c0 + ppi_c0,"(0.0, 1000.0)"
COUMGUTFc_M,2-coumarate O-beta-glucosyltransferase,2-coum_c0 + udpg_c0 <=> coumghcinn_c0 + h_c0 + udp_c0,"(-1000.0, 1000.0)"
COUMGUIc_M,2-coumarate beta-D-glucoside isomerase,coumghcinn_c0 <=> coumntg_c0,"(-1000.0, 1000.0)"
EBGLCSc_M,exo-beta-glucanse,coumntg_c0 + h2o_c0 <=> coumnt_c0 + glc-B_c0,"(-1000.0, 1000.0)"
COUMNSc_M,coumarin synthase,coumnt_c0 + h_c0 --> coumn_c0 + h2o_c0,"(0.0, 1000.0)"
COUMHYc_M,4-coumaroyl 2-hydroxylase,akg_c0 + coumcoa_c0 + o2_c0 --> co2_c0 + dhcinncoa_c0 + succ_c0,"(0.0, 1000.0)"
UMBLFSc_M,umbelliferone biosynthesis ,dhcinncoa_c0 --> coa_c0 + umblf_c0,"(0.0, 1000.0)"
PRENTc_M,prenyltransferase,dmpp_c0 + umblf_c0 <=> dmsbs_c0 + ppi_c0,"(-1000.0, 1000.0)"
MARMSc_M,marmesin synthase,dmsbs_c0 + nadph_c0 + o2_c0 --> h2o_c0 + marm_c0 + nadp_c0,"(0.0, 1000.0)"
PSORSc_M,psoralen synthase,h_c0 + marm_c0 + nadph_c0 + o2_c0 --> act_c0 + 2.0 h2o_c0 + nadp_c0 + psor_c0,"(0.0, 1000.0)"
PSORMOc_M,psoralen 5-monooxygenase,h_c0 + nadph_c0 + o2_c0 + psor_c0 --> bgptl_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
BGPTLMTc_M,bergaptol O-methyltransferase,amet_c0 + bgptl_c0 --> ahcys_c0 + bgptn_c0 + h_c0,"(0.0, 1000.0)"
PINCAOc_M,"Pinocembrin,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",akg_c0 + o2_c0 + pincem_c0 --> co2_c0 + pinban_c0 + succ_c0,"(0.0, 1000.0)"
MALCINNMTc_M,malonyl-CoA:cinnamoyl-CoA malonyltransferase (cyclizing),cinncoa_c0 + 3.0 h_c0 + 3.0 malcoa_c0 --> 3.0 co2_c0 + 4.0 coa_c0 + pinchal_c0,"(0.0, 1000.0)"
PINCLc_M,Pinocembrin chalcone lyase (decyclizing),pinchal_c0 --> h_c0 + pincem_c0,"(0.0, 1000.0)"
NRGNDOc_M,Naringenin 3-dioxygenase,akg_c0 + nrgn_c0 + o2_c0 --> co2_c0 + dhk_c0 + succ_c0,"(0.0, 1000.0)"
DCHALSc_M,6-deoxychalcone synthase ,coumcoa_c0 + 4.0 h_c0 + 3.0 malcoa_c0 + nadph_c0 --> 3.0 co2_c0 + 4.0 coa_c0 + h2o_c0 + isoqtgn_c0 + nadp_c0,"(0.0, 1000.0)"
NRGCSc_M,Naringenin-chalcone synthase,coumcoa_c0 + 3.0 h_c0 + 3.0 malcoa_c0 --> 3.0 co2_c0 + 4.0 coa_c0 + nrgchal_c0,"(0.0, 1000.0)"
CHALIc_M,Chalcone isomerase,nrgchal_c0 --> h_c0 + nrgn_c0,"(0.0, 1000.0)"
NRGNAORc_M,naringenin 2-oxoglutarate oxygen oxidoreductase,akg_c0 + nrgn_c0 + o2_c0 --> apgn_c0 + co2_c0 + h2o_c0 + succ_c0,"(0.0, 1000.0)"
NRGNNORc_M,"naingenin, NADPH:oxygen osidoreductase",h_c0 + nadph_c0 + nrgn_c0 + o2_c0 --> apgn_c0 + 2.0 h2o_c0 + nadp_c0,"(0.0, 1000.0)"
APG3Hc_M,apigenin 3-hydroxylase,apgn_c0 + h_c0 + nadph_c0 + o2_c0 --> h2o_c0 + ltln_c0 + nadp_c0,"(0.0, 1000.0)"
ERDTLHc_M,eriodictyol 2-hydroxylase,erdtl_c0 + h_c0 + nadph_c0 + o2_c0 --> 2herdtl_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
2HEDBTSc_M,2-hydroxyeriodictyol dibenzoylmethane tautomer synthase,2herdtl_c0 <=> erdtlt_c0,"(-1000.0, 1000.0)"
2HEDBT6GTc_M,2-hydroxyeriodictyol dibenzoylmethane tautomer 6C-glucosyltransferase,erdtlt_c0 + udpg_c0 --> 2herdtl6g_c0 + h_c0 + udp_c0,"(0.0, 1000.0)"
2HEDGDHc_M,2-hydroxyeriodictyol-C-glucoside dehydratase,2herdtl6g_c0 <=> h2o_c0 + h_c0 + iorntn_c0,"(-1000.0, 1000.0)"
2HEDBT8GTc_M,2-hydroxyeriodictyol dibenzoylmethane tautomer 8C-glucosyltransferase,erdtlt_c0 + udpg_c0 --> 2herdtl8g_c0 + udp_c0,"(0.0, 1000.0)"
ORNTNSc_M,orientin synthase (spontaneous),2herdtl8g_c0 --> h2o_c0 + orntn_c0,"(0.0, 1000.0)"
NRGNHc_M,naringenin 2-hydroxylase,h_c0 + nadph_c0 + nrgn_c0 + o2_c0 --> 2hnrgn_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
2HNDBTSc_M,2-hydroxynaringenin dibenzoylmethane tautomer synthase,2hnrgn_c0 <=> nrgnt_c0,"(-1000.0, 1000.0)"
2HNDBT6GTc_M,2-hydroxynaringenin dibenzoylmethane tautomer 6C-glucosyltransferase,nrgnt_c0 + udpg_c0 --> 2hnrgn6g_c0 + h_c0 + udp_c0,"(0.0, 1000.0)"
2HNDGDHc_M,2-hydroxynaringenin-C-glucoside dehydratase,2hnrgn6g_c0 <=> h2o_c0 + ivtxn_c0,"(-1000.0, 1000.0)"
2HNDBT8GTc_M,2-hydroxynaringenin dibenzoylmethane tautomer 8C-glucosyltransferase,nrgnt_c0 + udpg_c0 --> 2hnrgn8g_c0 + 2.0 h_c0 + udp_c0,"(0.0, 1000.0)"
VTXNSc_M,vitexin synthase (spontaneous),2hnrgn8g_c0 --> h2o_c0 + vtxn_c0,"(0.0, 1000.0)"
ISVTXNGTc_M,isovitexin beta-glucosyltransferase,ivtxn_c0 + udpg_c0 --> h_c0 + ivtxn2g_c0 + udp_c0,"(0.0, 1000.0)"
IORNTNMTc_M,isoorientin 3-methyltransferase,amet_c0 + iorntn_c0 --> ahcys_c0 + h_c0 + iscprn_c0,"(0.0, 1000.0)"
ISCPRNGTc_M,Isoscoparin beta-glucosyltransferase,iscprn_c0 + udpg_c0 --> h_c0 + iscprn2g_c0 + udp_c0,"(0.0, 1000.0)"
IORNTNGTc_M,Isoorientin beta-glucosyltransferase,iorntn_c0 + udpg_c0 --> h_c0 + iorntn2g_c0 + udp_c0,"(0.0, 1000.0)"
TRICINGTc_M,Tricin beta-glucosyltransferase,tricin_c0 + udpg_c0 --> h_c0 + tricing_c0 + udp_c0,"(0.0, 1000.0)"
LTLNHOc_M,luteolin 3-hydroxylase,h_c0 + ltln_c0 + nadph_c0 + o2_c0 --> h2o_c0 + nadp_c0 + trctn_c0,"(0.0, 1000.0)"
TRICINS1c_M,tricin synthase 1,amet_c0 + trctn_c0 --> ahcys_c0 + mtrctn_c0,"(0.0, 1000.0)"
TRICINS2c_M,tricin synthase 2,amet_c0 + mtrctn_c0 --> ahcys_c0 + tricin_c0,"(0.0, 1000.0)"
ISQTGNLc_M,Isoliquiritigenin lyase (decyclizing),isoqtgn_c0 --> lqtgn_c0,"(0.0, 1000.0)"
LQTGN6Hc_M,Liquiritigenin 6-hydroxylase,h_c0 + lqtgn_c0 + nadph_c0 + o2_c0 --> butin_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
NRGNMOc_M,Naringenin 3-monooxygenase,h_c0 + nadph_c0 + nrgn_c0 + o2_c0 --> erdtl_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
DHKFORc_M,"Dihydrokaempferol,2-oxoglutarate:oxygen oxidoreductase",akg_c0 + dhk_c0 + o2_c0 --> co2_c0 + h2o_c0 + kmpfl_c0 + succ_c0,"(0.0, 1000.0)"
DHQORc_M,"Dihydroquercetin,2-oxoglutarate:oxygen oxidoreductase",akg_c0 + dhqrctn_c0 + o2_c0 --> co2_c0 + h2o_c0 + qrctn_c0 + succ_c0,"(0.0, 1000.0)"
DHKMOc_M,Dihydrokaempferol 3-monooxygenase,dhk_c0 + h_c0 + nadph_c0 + o2_c0 --> dhqrctn_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
KMPFLMOc_M,Kaempferol 3-monooxygenase,h_c0 + kmpfl_c0 + nadph_c0 + o2_c0 --> h2o_c0 + nadp_c0 + qrctn_c0,"(0.0, 1000.0)"
QRCTNGLT3c_M,Quercetin 3-O-glucosyltransferase,qrctn_c0 + udpg_c0 --> qrctn3g_c0 + udp_c0,"(0.0, 1000.0)"
KMPFLGLT3c_M,Kaempferol 3-O-glucosyltransferase,kmpfl_c0 + udpg_c0 --> kmpfl3g_c0 + udp_c0,"(0.0, 1000.0)"
DHKRc_M,dihydrokaempferol 4-reductase,dhk_c0 + 2.0 h_c0 + nadph_c0 --> lplg_c0 + nadp_c0,"(0.0, 1000.0)"
LCYCORc_M,leucocyanidin:NADP+ 4-oxidoreductase,dhqrctn_c0 + 2.0 h_c0 + nadph_c0 --> lcyc_c0 + nadp_c0,"(0.0, 1000.0)"
ERYORc_M,Eriodictyol 2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating),akg_c0 + erdtl_c0 + o2_c0 --> co2_c0 + dhqrctn_c0 + succ_c0,"(0.0, 1000.0)"
LPLGRc_M,leucopelargonidin reductase,h_c0 + lplg_c0 + nadph_c0 --> afzl_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
LCYCRc_M,leucoanthocyanidin reductase ,h_c0 + lcyc_c0 + nadph_c0 --> catcn_c0 + h2o_c0 + nadp_c0,"(0.0, 1000.0)"
LPLGDOc_M,leucopelargonidin dioxygenase,akg_c0 + h_c0 + lplg_c0 + o2_c0 --> co2_c0 + 2.0 h2o_c0 + plgn_c0 + succ_c0,"(0.0, 1000.0)"
PNGLTc_M,Pelargonidin 3-O-glucosyltransferase,plgn_c0 + udpg_c0 --> plgng_c0 + udp_c0,"(0.0, 1000.0)"
PLGNRc_M,Pelargonidin reductase,2.0 nadp_c0 + plgn_c0 --> epflzn_c0 + h_c0 + 2.0 nadph_c0,"(0.0, 1000.0)"
CNDNRc_M,Cyanidin reductase,cndn_c0 + 2.0 nadp_c0 --> epctcn_c0 + h_c0 + 2.0 nadph_c0,"(0.0, 1000.0)"
CNDNGLTc_M,Cyanidin 3-O-glucosyltransferase,cndn_c0 + udpg_c0 --> cndng_c0 + udp_c0,"(0.0, 1000.0)"
CNDNGLT5c_M,Cyanidin 5-O-glucosyltransferase,cndn_c0 + udpg_c0 --> cndn5g_c0 + udp_c0,"(0.0, 1000.0)"
CNDNG3Gc_M,Cyanidin 5-O-glucoside: 3-O-glucosyltransferase,cndn5g_c0 + udpg_c0 --> cndn35dg_c0 + udp_c0,"(0.0, 1000.0)"
CNDNG5Gc_M,Cyanidin 3-O-glucoside: 5-O-glucosyltransferase,cndng_c0 + udpg_c0 --> cndn35dg_c0 + udp_c0,"(0.0, 1000.0)"
LCYCDOc_M,Leucoanthocyanidin dioxygenase,akg_c0 + h_c0 + lcyc_c0 + o2_c0 --> cndn_c0 + co2_c0 + 2.0 h2o_c0 + succ_c0,"(0.0, 1000.0)"
GLUTRRs_M,glutamyl-tRNA reductase ,glutrna_s0 + h_s0 + nadph_s0 --> glu1sa_s0 + nadp_s0 + trnaglu_s0,"(0.0, 1000.0)"
HMBSs_M,Hydroxymethylbilane synthase,h2o_s0 + 4.0 ppbng_s0 --> hmbil_s0 + 4.0 nh4_s0,"(0.0, 1000.0)"
PPBNGSs_M,Porphobilinogen synthase,2.0 5aop_s0 --> 2.0 h2o_s0 + h_s0 + ppbng_s0,"(0.0, 1000.0)"
UPP3Ss_M,uroporphyrinogen-III synthase,hmbil_s0 --> h2o_s0 + uppg3_s0,"(0.0, 1000.0)"
G1SATs_M,"Glutamate-1-semialdehyde 2,1-aminomutase",glu1sa_s0 <=> 5aop_s0,"(-1000.0, 1000.0)"
GLUTRSs_M,Glutamate--tRNA ligase,atp_s0 + glu-L_s0 + trnaglu_s0 --> amp_s0 + glutrna_s0 + ppi_s0,"(0.0, 1000.0)"
UPP3MTs_M,uroporphyrinogen-III methyltransferase,2.0 amet_s0 + uppg3_s0 --> 2.0 ahcys_s0 + dscl_s0 + h_s0,"(0.0, 1000.0)"
PC2Ds_M,precorrin 2 dehydrogenase,dscl_s0 + h_s0 + nadp_s0 <=> nadph_s0 + scl_s0,"(-1000.0, 1000.0)"
SHCHFs_M,sirohydrochlorin ferrochelatase,fe2_s0 + scl_s0 --> sheme_s0,"(0.0, 1000.0)"
MPMECY1s_M,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase ,h_s0 + mppp9me_s0 + nadph_s0 + o2_s0 --> h2o_s0 + hmppp9me_s0 + nadp_s0,"(0.0, 1000.0)"
MPMECY2s_M,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase ,2.0 h_s0 + hmppp9me_s0 + nadph_s0 + o2_s0 --> 2.0 h2o_s0 + nadp_s0 + omppp9me_s0,"(0.0, 1000.0)"
MPMECY3s_M,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase ,nadph_s0 + o2_s0 + omppp9me_s0 --> dvpchlda_s0 + 2.0 h2o_s0 + nadp_s0,"(0.0, 1000.0)"
CHLOR410s_M,chlorophyllide-a:NADP+ oxidoreductase (photon410),0.26485 h_s0 + 0.26485 nadph_s0 + 0.26485 pchlda_s0 + 0.26485 photon410_u0 --> 0.26485 chlda_s0 + 0.26485 nadp_s0,"(0.0, 1000.0)"
CHLOR430s_M,chlorophyllide-a:NADP+ oxidoreductase (photon430),0.56582 h_s0 + 0.56582 nadph_s0 + 0.56582 pchlda_s0 + 0.56582 photon430_u0 --> 0.56582 chlda_s0 + 0.56582 nadp_s0,"(0.0, 1000.0)"
CHLOR450s_M,chlorophyllide-a:NADP+ oxidoreductase (photon450),0.8139 h_s0 + 0.8139 nadph_s0 + 0.8139 pchlda_s0 + 0.8139 photon450_u0 --> 0.8139 chlda_s0 + 0.8139 nadp_s0,"(0.0, 1000.0)"
CHLOR470s_M,chlorophyllide-a:NADP+ oxidoreductase (photon470),0.4478 h_s0 + 0.4478 nadph_s0 + 0.4478 pchlda_s0 + 0.4478 photon470_u0 --> 0.4478 chlda_s0 + 0.4478 nadp_s0,"(0.0, 1000.0)"
CHLOR490s_M,chlorophyllide-a:NADP+ oxidoreductase (photon490),0.184 h_s0 + 0.184 nadph_s0 + 0.184 pchlda_s0 + 0.184 photon490_u0 --> 0.184 chlda_s0 + 0.184 nadp_s0,"(0.0, 1000.0)"
CHLOR510s_M,chlorophyllide-a:NADP+ oxidoreductase (photon510),0.1382 h_s0 + 0.1382 nadph_s0 + 0.1382 pchlda_s0 + 0.1382 photon510_u0 --> 0.1382 chlda_s0 + 0.1382 nadp_s0,"(0.0, 1000.0)"
CHLOR530s_M,chlorophyllide-a:NADP+ oxidoreductase (photon530),0.208 h_s0 + 0.208 nadph_s0 + 0.208 pchlda_s0 + 0.208 photon530_u0 --> 0.208 chlda_s0 + 0.208 nadp_s0,"(0.0, 1000.0)"
CHLOR550s_M,chlorophyllide-a:NADP+ oxidoreductase (photon550),0.24811 h_s0 + 0.24811 nadph_s0 + 0.24811 pchlda_s0 + 0.24811 photon550_u0 --> 0.24811 chlda_s0 + 0.24811 nadp_s0,"(0.0, 1000.0)"
CHLOR570s_M,chlorophyllide-a:NADP+ oxidoreductase (photon570),0.3014 h_s0 + 0.3014 nadph_s0 + 0.3014 pchlda_s0 + 0.3014 photon570_u0 --> 0.3014 chlda_s0 + 0.3014 nadp_s0,"(0.0, 1000.0)"
CHLOR590s_M,chlorophyllide-a:NADP+ oxidoreductase (photon590),0.3447 h_s0 + 0.3447 nadph_s0 + 0.3447 pchlda_s0 + 0.3447 photon590_u0 --> 0.3447 chlda_s0 + 0.3447 nadp_s0,"(0.0, 1000.0)"
CHLOR610s_M,chlorophyllide-a:NADP+ oxidoreductase (photon610),0.5565 h_s0 + 0.5565 nadph_s0 + 0.5565 pchlda_s0 + 0.5565 photon610_u0 --> 0.5565 chlda_s0 + 0.5565 nadp_s0,"(0.0, 1000.0)"
CHLOR630s_M,chlorophyllide-a:NADP+ oxidoreductase (photon630),0.8377 h_s0 + 0.8377 nadph_s0 + 0.8377 pchlda_s0 + 0.8377 photon630_u0 --> 0.8377 chlda_s0 + 0.8377 nadp_s0,"(0.0, 1000.0)"
CHLOR650s_M,chlorophyllide-a:NADP+ oxidoreductase (photon650),h_s0 + nadph_s0 + pchlda_s0 + photon650_u0 --> chlda_s0 + nadp_s0,"(0.0, 1000.0)"
CHLOR670s_M,chlorophyllide-a:NADP+ oxidoreductase (photon670),0.4324 h_s0 + 0.4324 nadph_s0 + 0.4324 pchlda_s0 + 0.4324 photon670_u0 --> 0.4324 chlda_s0 + 0.4324 nadp_s0,"(0.0, 1000.0)"
CHLOR690s_M,chlorophyllide-a:NADP+ oxidoreductase (photon690),0.1455 h_s0 + 0.1455 nadph_s0 + 0.1455 pchlda_s0 + 0.1455 photon690_u0 --> 0.1455 chlda_s0 + 0.1455 nadp_s0,"(0.0, 1000.0)"
DVCHLOR410s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon410),0.26485 dvpchlda_s0 + 0.26485 h_s0 + 0.26485 nadph_s0 + 0.26485 photon410_u0 --> 0.26485 chlda_s0 + 0.26485 nadp_s0,"(0.0, 1000.0)"
DVCHLOR430s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon430),0.56582 dvpchlda_s0 + 0.56582 h_s0 + 0.56582 nadph_s0 + 0.56582 photon430_u0 --> 0.56582 chlda_s0 + 0.56582 nadp_s0,"(0.0, 1000.0)"
DVCHLOR450s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon450),0.8139 dvpchlda_s0 + 0.8139 h_s0 + 0.8139 nadph_s0 + 0.8139 photon450_u0 --> 0.8139 chlda_s0 + 0.8139 nadp_s0,"(0.0, 1000.0)"
DVCHLOR470s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon470),0.4478 dvpchlda_s0 + 0.4478 h_s0 + 0.4478 nadph_s0 + 0.4478 photon470_u0 --> 0.4478 chlda_s0 + 0.4478 nadp_s0,"(0.0, 1000.0)"
DVCHLOR490s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon490),0.184 dvpchlda_s0 + 0.184 h_s0 + 0.184 nadph_s0 + 0.184 photon490_u0 --> 0.184 chlda_s0 + 0.184 nadp_s0,"(0.0, 1000.0)"
DVCHLOR510s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon510),0.1382 dvpchlda_s0 + 0.1382 h_s0 + 0.1382 nadph_s0 + 0.1382 photon510_u0 --> 0.1382 chlda_s0 + 0.1382 nadp_s0,"(0.0, 1000.0)"
DVCHLOR530s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon530),0.208 dvpchlda_s0 + 0.208 h_s0 + 0.208 nadph_s0 + 0.208 photon530_u0 --> 0.208 chlda_s0 + 0.208 nadp_s0,"(0.0, 1000.0)"
DVCHLOR550s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon550),0.24811 dvpchlda_s0 + 0.24811 h_s0 + 0.24811 nadph_s0 + 0.24811 photon550_u0 --> 0.24811 chlda_s0 + 0.24811 nadp_s0,"(0.0, 1000.0)"
DVCHLOR570s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon570),0.3014 dvpchlda_s0 + 0.3014 h_s0 + 0.3014 nadph_s0 + 0.3014 photon570_u0 --> 0.3014 chlda_s0 + 0.3014 nadp_s0,"(0.0, 1000.0)"
DVCHLOR590s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon590),0.3447 dvpchlda_s0 + 0.3447 h_s0 + 0.3447 nadph_s0 + 0.3447 photon590_u0 --> 0.3447 chlda_s0 + 0.3447 nadp_s0,"(0.0, 1000.0)"
DVCHLOR610s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon610),0.5565 dvpchlda_s0 + 0.5565 h_s0 + 0.5565 nadph_s0 + 0.5565 photon610_u0 --> 0.5565 chlda_s0 + 0.5565 nadp_s0,"(0.0, 1000.0)"
DVCHLOR630s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon630),0.8377 dvpchlda_s0 + 0.8377 h_s0 + 0.8377 nadph_s0 + 0.8377 photon630_u0 --> 0.8377 chlda_s0 + 0.8377 nadp_s0,"(0.0, 1000.0)"
DVCHLOR650s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon650),dvpchlda_s0 + h_s0 + nadph_s0 + photon650_u0 --> chlda_s0 + nadp_s0,"(0.0, 1000.0)"
DVCHLOR670s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon670),0.4324 dvpchlda_s0 + 0.4324 h_s0 + 0.4324 nadph_s0 + 0.4324 photon670_u0 --> 0.4324 chlda_s0 + 0.4324 nadp_s0,"(0.0, 1000.0)"
DVCHLOR690s_M,divinyl chlorophyllide-a:NADP+ oxidoreductase (photon690),0.1455 dvpchlda_s0 + 0.1455 h_s0 + 0.1455 nadph_s0 + 0.1455 photon690_u0 --> 0.1455 chlda_s0 + 0.1455 nadp_s0,"(0.0, 1000.0)"
CPPPGOs_M,Coproporphyrinogen oxidase,cpppg3_s0 + 2.0 h_s0 + o2_s0 --> 2.0 co2_s0 + 2.0 h2o_s0 + pppg9_s0,"(0.0, 1000.0)"
PPPGOs_M,Protoporphyrinogen oxidase,3.0 o2_s0 + pppg9_s0 --> 3.0 h2o2_s0 + ppp9_s0,"(0.0, 1000.0)"
MPMTs_M,Magnesium-protoporphyrin O-methyltransferase,amet_s0 + mppp9_s0 <=> ahcys_s0 + h_s0 + mppp9me_s0,"(-1000.0, 1000.0)"
UPP1Rs_M,uroporphyrinogen I reductase,nadph_s0 + uppg1_s0 <=> 7.0 h_s0 + nadp_s0 + upp1_s0,"(-1000.0, 1000.0)"
UPP1Ss_M,"uroporphyrinogen I synthase, spontaneous",hmbil_s0 --> h2o_s0 + uppg1_s0,"(0.0, 1000.0)"
UPPDC1s_M,Uroporphyrinogen decarboxylase,4.0 h_s0 + uppg3_s0 --> 4.0 co2_s0 + cpppg3_s0,"(0.0, 1000.0)"
UPPDC2s_M,uroporphyrinogen decarboxylase (uroporphyrinogen I),4.0 h_s0 + uppg1_s0 --> 4.0 co2_s0 + cpppg1_s0,"(0.0, 1000.0)"
CPP1Os_M,coproporphyrinogen I oxidase,cpppg1_s0 + nadp_s0 <=> cpp1_s0 + 5.0 h_s0 + nadph_s0,"(-1000.0, 1000.0)"
UPP3Os_M,uroporphyrinogen III oxidase,nadp_s0 + uppg3_s0 <=> 5.0 h_s0 + nadph_s0 + upp3_s0,"(-1000.0, 1000.0)"
FCLTs_M,Ferrochelatase,fe2_s0 + ppp9_s0 --> 2.0 h_s0 + pheme_s0,"(0.0, 1000.0)"
MGCHLs_M,Magnesium chelatase,atp_s0 + h2o_s0 + mg2_s0 + ppp9_s0 --> adp_s0 + h_s0 + mppp9_s0 + pi_s0,"(0.0, 1000.0)"
DVCHLDRs_M,divinyl chlorophyllide a 8-vinyl-reductase,dvchlda_s0 + h_s0 + nadph_s0 <=> chlda_s0 + nadp_s0,"(-1000.0, 1000.0)"
