PRAICs_M,Phosphoribosylaminoimidazole carboxylase,air_s0 + co2_s0 <=> 5aizc_s0 + 2.0 h_s0,"{'charge': 1.0, 'H': 1.0}",model.reactions.PRAICs.add_metabolites({‘h_s’:-1}),,,
PPNCL2c_M,Phosphopantothenate--cysteine ligase,4ppan_c0 + ctp_c0 + cys-L_c0 --> 4ppcys_c0 + cmp_c0 + h_c0 + ppi_c0,{},,,,
FPGFTs_M,Phosphoribosylglycinamide formyltransferase,10fthf_s0 + gar_s0 <=> fgam_s0 + h_s0 + thf_s0,{},,,,
FGFTs_M,"N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide formyltransferase, chloroplast",fgam_s0 + 3.0 h_s0 + thf_s0 --> gar_s0 + h2o_s0 + methf_s0,"{'charge': -1.0, 'H': -1.0}",model.reactions.FGFTs.add_metabollites({‘h_s’:1}),,,
IMDHs_M,3-isopropylMalate dehydrogenase,3c2hmp_s0 + nad_s0 --> 3c4mop_s0 + h_s0 + nadh_s0,{},,,,
FPGFTm_M,Phosphoribosylglycinamide formyltransferase,10fthf_m0 + gar_m0 <=> fgam_m0 + h_m0 + thf_m0,{},,,,
FGFTm_M,"N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide formyltransferase, mitochondria",fgam_m0 + 3.0 h_m0 + thf_m0 --> gar_m0 + h2o_m0 + methf_m0,"{'charge': -1.0, 'H': -1.0}",model.reactions.PRGFGSs.add_metabollites({‘h_s’:1}),,,
PRFGSs_M,phosphoribosylformylglycinamidine synthetase,atp_s0 + fgam_s0 + gln-L_s0 + h2o_s0 --> adp_s0 + fpram_s0 + glu-L_s0 + h_s0 + pi_s0,"{'charge': -1.0, 'H': -1.0}",model.reactions.PRGFGSs.add_metabollites({‘h_s’:1}),,,
IMGPSs_M,Imidazole glycerol phosphate synthase,gln-L_s0 + prlp_s0 --> aicar_s0 + eig3p_s0 + glu-L_s0 + h_s0,{},,,,
AIALs_M,Adenylosuccinate lyase,25aics_s0 <=> aicar_s0 + fum_s0,{},,,,
FPAIFs_M,Phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf_s0 + aicar_s0 <=> fprica_s0 + thf_s0,{},,,,
PRAISs_M,Phosphoribosylaminoimidazole-succinocarboxamide synthetase,5aizc_s0 + asp-L_s0 + atp_s0 --> 25aics_s0 + adp_s0 + h_s0 + pi_s0,{},,,,
PRICIs_M,N-(5-phospho-D-ribosylformimino)-5-amino-1-(5-phosphoribosyl)-4- imidazole carboxamide isomerase,prfp_s0 --> prlp_s0,{},,,,
KARA2is_M,Ketol-acid reductoisomerase,2ahbut_s0 + h_s0 + nadph_s0 --> 23dhmp_s0 + nadp_s0,{},,,,
DHAD-ps_M,Dihydroxy-acid dehydratase,23dhmp_s0 --> 3mop_s0 + h2o_s0,{},,,,
GLDPs_M,4-alpha-glucanotransferase,glucan_s0 + h2o_s0 --> 2.0 glc-A_s0,{'H': 4.0},,,,
BPNTs_M,3-Phospho-5-adenylyl sulfate 3-phosphohydrolase,h2o_s0 + paps_s0 --> aps_s0 + pi_s0,{},,,,
BPNT2s_M,"3(2),5-bisphosphate nucleotidase ",h2o_s0 + pap_s0 --> amp_s0 + pi_s0,{},,,,
ADSKs_M,Adenylylsulfate kinase,aps_s0 + atp_s0 <=> adp_s0 + h_s0 + paps_s0,{},,,,
PAPSRs_M,Phosphoadenylyl-sulfate reductase (thioredoxin),paps_s0 + trdrd_s0 <=> h_s0 + hso3_s0 + pap_s0 + trdox_s0,{},,,,
ASRGs_M,Adenylyl-sulfate reductase (glutathione),amp_s0 + gthox_s0 + h_s0 + hso3_s0 <=> aps_s0 + 2.0 gthrd_s0,{},,,,
PHETAs_M,"L-phenylalanine transferase, plastidic",akg_s0 + phe-L_s0 <=> glu-L_s0 + phpyr_s0,{},,,,
PHETAc_M,"L-phenylalanine transferase, cytosolic",akg_c0 + phe-L_c0 <=> glu-L_c0 + phpyr_c0,{},,,,
DAPATs_M,"LL-2,6-diaminoheptanedioate aminotransferase",glu-L_s0 + h2o_s0 + h_s0 + thdp_s0 <=> 26dap-LL_s0 + akg_s0,{},,,,
PGMTc_M,"Phosphoglucomutase, cytosolic",g1p_c0 <=> g6p-A_c0,{},,,,
PGMTs_M,"Phosphoglucomutase, plastidic",g1p_s0 <=> g6p-A_s0,{},,,,
ACHBSs_M,Acetolactate synthase,2ahethmpp_s0 + 2obut_s0 + h_s0 --> 2ahbut_s0 + thmpp_s0,"{'charge': -1.0, 'H': -1.0}",model.reactions.ACHBSs.add_metabolites({‘h_s’: 1}),,,
CYSTS_Gs_M,Cystathionine gamma-synthase,cys-L_s0 + phom_s0 --> cyst-L_s0 + pi_s0,{},,,,
DHRDHm_M,Dihydroorotate dehydrogenase,dhor-S_c0 + q8_m0 --> orot_c0 + q8h2_m0,{},,,,
CBMKs_M,Carbamate kinase,atp_s0 + co2_s0 + nh4_s0 <=> adp_s0 + cbp_s0 + h_s0,"{'charge': -1.0, 'H': -1.0}",model.reactions.CBMKs.add_metabolites({‘h_s’:1}),,,
CBPSs_M,carbamoyl-phosphate synthase (ammonia),2.0 atp_s0 + co2_s0 + h2o_s0 + nh4_s0 --> 2.0 adp_s0 + cbp_s0 + pi_s0,"{'charge': -3.0, 'H': -3.0}",model.reactions.CBPSs.add_metabolites({‘h_s’:3}),,,
HCO3Es_M,"carbonic anhydrase, plastidic",h_s0 + hco3_s0 --> co2_s0 + h2o_s0,{},,,,
HCO3Ec_M,"carbonic anhydrase, cytosolic",h_c0 + hco3_c0 <=> co2_c0 + h2o_c0,{},,,,
HCO3Em_M,"carbonic anhydrase, mitochondrial",co2_m0 + h2o_m0 <-- h_m0 + hco3_m0,{},,,,
ACCOACs_M,"Acetyl-CoA carboxylase, plastidic",accoa_s0 + atp_s0 + hco3_s0 --> adp_s0 + h_s0 + malcoa_s0 + pi_s0,{},,,,
ACCOACc_M,"Acetyl-CoA carboxylase, cytosolic",accoa_c0 + atp_c0 + hco3_c0 --> adp_c0 + h_c0 + malcoa_c0 + pi_c0,{},,,,
PHENH4Lc_M,Phenylalanine ammonia-lyase,phe-L_c0 <=> h_c0 + nh4_c0 + t-cinn_c0,"{'charge': 1.0, 'H': 1.0}",model.reactions.PHENH4Lc.add_metabolites({‘h_c’:-1}),,,
TYRNH4Lc_M,Tyrosine ammonia-lyase,tyr-L_c0 <=> coum_c0 + h_c0 + nh4_c0,"{'charge': 1.0, 'H': 1.0}",model.reactions.TYRNH4Lc.add_metabolites({‘h_c’:-1}),,,
COUMCOARc_M,4-coumaryl-CoA reductase,coumcoa_c0 + h_c0 + nadph_c0 --> coa_c0 + coumald_c0 + nadp_c0,{},,,,
COUMCOALc_M,4-coumarate--CoA ligase,atp_c0 + coa_c0 + coum_c0 --> amp_c0 + coumcoa_c0 + ppi_c0,{},,,,
CAFFCMTc_M,Caffeoyl-CoA O-methyltransferase,amet_c0 + caffcoa_c0 --> ahcys_c0 + fercoa_c0 + h_c0,{},,,,
CAFFQTc_M,"Caffeoyl-CoA:quinate O-(3,4-dihydroxycinnamoyl)transferase",caffqnt_c0 + coa_c0 --> caffcoa_c0 + qnt_c0,{},,,,
FERCOARc_M,feruloyl-CoA reductase,fercoa_c0 + h_c0 + nadph_c0 --> coa_c0 + conald_c0 + nadp_c0,{},,,,
TCMO4c_M,Trans-cinnamate 4-monooxygenase,h_c0 + nadph_c0 + o2_c0 + t-cinn_c0 --> coum_c0 + h2o_c0 + nadp_c0,{},,,,
TCMO2c_M,Trans-cinnamate 2-monooxygenase,h_c0 + nadph_c0 + o2_c0 + t-cinn_c0 --> 2-coum_c0 + h2o_c0 + nadp_c0,{},,,,
SKMHCTc_M,Shikimate O-hydroxycinnamoyltransferase,coumcoa_c0 + skm_c0 --> coa_c0 + coumskm_c0,{'H': 2.0},,,,
CONOHDHc_M,coniferyl-alcohol dehydrogenase,conald_c0 + h_c0 + nadph_c0 --> conoh_c0 + nadp_c0,{},,,,
SINOHDHc_M,sinapyl-alcohol dehydrogenase,h_c0 + nadph_c0 + sinald_c0 --> nadp_c0 + sinoh_c0,{},,,,
COUMQMOc_M,coumaroylquinate 3-monooxygenase,coumqnt_c0 + h_c0 + nadph_c0 + o2_c0 --> caffqnt_c0 + h2o_c0 + nadp_c0,{},,,,
FERH2c_M,ferulate 5-hydroxylase,conald_c0 + h_c0 + nadph_c0 + o2_c0 --> h2o_c0 + hconald_c0 + nadp_c0,{},,,,
CONCMTc_M,"S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase",amet_c0 + hconald_c0 --> ahcys_c0 + h_c0 + sinald_c0,{},,,,
COUMSKMMOc_M,coumaroylshikimate 3-monooxygenase,coumskm_c0 + h_c0 + nadph_c0 + o2_c0 --> caffskm_c0 + h2o_c0 + nadp_c0,{'H': -2.0},,,,
COUMCQHc_M,p-coumaroyl-CoA:quinate hydroxycinnamoyltransferase,coumcoa_c0 + qnt_c0 --> coa_c0 + coumqnt_c0,{},,,,
HCCSHCTc_M,Hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyltransferase,caffskm_c0 + coa_c0 --> caffcoa_c0 + skm_c0,{},,,,
COUMOHDHc_M,4-coumaryl-alcohol dehydrogenase,coumald_c0 + h_c0 + nadph_c0 --> coumoh_c0 + nadp_c0,{},,,,
CINNCOARc_M,Cinnamoyl-CoA reductase ,cinncoa_c0 + h_c0 + nadph_c0 --> cinnald_c0 + coa_c0 + nadp_c0,{},,,,
CINNCOALc_M,cinnamate:CoA ligase,atp_c0 + coa_c0 + t-cinn_c0 --> amp_c0 + cinncoa_c0 + ppi_c0,{},,,,
CINNALDOc_M,cinnamaldehyde oxidase,cinnald_c0 + h2o_c0 + o2_c0 <=> h2o2_c0 + h_c0 + t-cinn_c0,{},,,,
TFCOASc_M,trans-feruloyl-CoA synthase,atp_c0 + coa_c0 + fer_c0 --> amp_c0 + fercoa_c0 + ppi_c0,{},,,,
COUMGUTFc_M,2-coumarate O-beta-glucosyltransferase,2-coum_c0 + udpg_c0 <=> coumghcinn_c0 + h_c0 + udp_c0,"{'charge': 1.0, 'H': 1.0}",model.reactions.COUMGUTFc.add_metabolites({‘h_c’:-1}),,,
COUMGUIc_M,2-coumarate beta-D-glucoside isomerase,coumghcinn_c0 <=> coumntg_c0,{},,,,
EBGLCSc_M,exo-beta-glucanse,coumntg_c0 + h2o_c0 <=> coumnt_c0 + glc-B_c0,{},,,,
COUMNSc_M,coumarin synthase,coumnt_c0 + h_c0 --> coumn_c0 + h2o_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.EBGLCSc.add_metabolites({‘h_c’:1}),,,
COUMHYc_M,4-coumaroyl 2-hydroxylase,akg_c0 + coumcoa_c0 + o2_c0 --> co2_c0 + dhcinncoa_c0 + succ_c0,{'charge': 4.0},,,,
UMBLFSc_M,umbelliferone biosynthesis ,dhcinncoa_c0 --> coa_c0 + umblf_c0,{'charge': -4.0},,,,
PRENTc_M,prenyltransferase,dmpp_c0 + umblf_c0 <=> dmsbs_c0 + ppi_c0,{},,,,
MARMSc_M,marmesin synthase,dmsbs_c0 + nadph_c0 + o2_c0 --> h2o_c0 + marm_c0 + nadp_c0,"{'charge': 1.0, 'H': 1.0}",model.reactions.MARMSc.add_metabolites({‘h_c’:-1}),,,
PSORSc_M,psoralen synthase,h_c0 + marm_c0 + nadph_c0 + o2_c0 --> act_c0 + 2.0 h2o_c0 + nadp_c0 + psor_c0,{},,,,
PSORMOc_M,psoralen 5-monooxygenase,h_c0 + nadph_c0 + o2_c0 + psor_c0 --> bgptl_c0 + h2o_c0 + nadp_c0,{},,,,
BGPTLMTc_M,bergaptol O-methyltransferase,amet_c0 + bgptl_c0 --> ahcys_c0 + bgptn_c0 + h_c0,{},,,,
PINCAOc_M,"Pinocembrin,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",akg_c0 + o2_c0 + pincem_c0 --> co2_c0 + pinban_c0 + succ_c0,{},,,,
MALCINNMTc_M,malonyl-CoA:cinnamoyl-CoA malonyltransferase (cyclizing),cinncoa_c0 + 3.0 h_c0 + 3.0 malcoa_c0 --> 3.0 co2_c0 + 4.0 coa_c0 + pinchal_c0,{},,,,
PINCLc_M,Pinocembrin chalcone lyase (decyclizing),pinchal_c0 --> h_c0 + pincem_c0,"{'charge': 1.0, 'H': 1.0}",model.reactions.PINCLc.add_metabolites({‘h_c’:-1}),,,
NRGNDOc_M,Naringenin 3-dioxygenase,akg_c0 + nrgn_c0 + o2_c0 --> co2_c0 + dhk_c0 + succ_c0,{},,,,
DCHALSc_M,6-deoxychalcone synthase ,coumcoa_c0 + 4.0 h_c0 + 3.0 malcoa_c0 + nadph_c0 --> 3.0 co2_c0 + 4.0 coa_c0 + h2o_c0 + isoqtgn_c0 + nadp_c0,{},,,,
NRGCSc_M,Naringenin-chalcone synthase,coumcoa_c0 + 3.0 h_c0 + 3.0 malcoa_c0 --> 3.0 co2_c0 + 4.0 coa_c0 + nrgchal_c0,{},,,,
CHALIc_M,Chalcone isomerase,nrgchal_c0 --> h_c0 + nrgn_c0,"{'charge': 1.0, 'H': 1.0}",model.reactions.CHALIc.add_metabolites({‘h_c’:-1}),,,
NRGNAORc_M,naringenin 2-oxoglutarate oxygen oxidoreductase,akg_c0 + nrgn_c0 + o2_c0 --> apgn_c0 + co2_c0 + h2o_c0 + succ_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.NRGNAORc.add_metabolites({‘h_c’:1}),,,
NRGNNORc_M,"naingenin, NADPH:oxygen osidoreductase",h_c0 + nadph_c0 + nrgn_c0 + o2_c0 --> apgn_c0 + 2.0 h2o_c0 + nadp_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.NRGNNORc.add_metabolites({‘h_c’:1}),,,
APG3Hc_M,apigenin 3-hydroxylase,apgn_c0 + h_c0 + nadph_c0 + o2_c0 --> h2o_c0 + ltln_c0 + nadp_c0,{},,,,
ERDTLHc_M,eriodictyol 2-hydroxylase,erdtl_c0 + h_c0 + nadph_c0 + o2_c0 --> 2herdtl_c0 + h2o_c0 + nadp_c0,{'H': -1.0},,,,
2HEDBTSc_M,2-hydroxyeriodictyol dibenzoylmethane tautomer synthase,2herdtl_c0 <=> erdtlt_c0,{},,,,
2HEDBT6GTc_M,2-hydroxyeriodictyol dibenzoylmethane tautomer 6C-glucosyltransferase,erdtlt_c0 + udpg_c0 --> 2herdtl6g_c0 + h_c0 + udp_c0,{},,,,
2HEDGDHc_M,2-hydroxyeriodictyol-C-glucoside dehydratase,2herdtl6g_c0 <=> h2o_c0 + h_c0 + iorntn_c0,{'H': 1.0},,,,
2HEDBT8GTc_M,2-hydroxyeriodictyol dibenzoylmethane tautomer 8C-glucosyltransferase,erdtlt_c0 + udpg_c0 --> 2herdtl8g_c0 + udp_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.2HEDBT8GTc.add_metabolites({‘h_c’:1}),,,
ORNTNSc_M,orientin synthase (spontaneous),2herdtl8g_c0 --> h2o_c0 + orntn_c0,{'charge': -1.0},,,,
NRGNHc_M,naringenin 2-hydroxylase,h_c0 + nadph_c0 + nrgn_c0 + o2_c0 --> 2hnrgn_c0 + h2o_c0 + nadp_c0,{'H': -1.0},,,,
2HNDBTSc_M,2-hydroxynaringenin dibenzoylmethane tautomer synthase,2hnrgn_c0 <=> nrgnt_c0,{'H': 1.0},,,,
2HNDBT6GTc_M,2-hydroxynaringenin dibenzoylmethane tautomer 6C-glucosyltransferase,nrgnt_c0 + udpg_c0 --> 2hnrgn6g_c0 + h_c0 + udp_c0,{},,,,
2HNDGDHc_M,2-hydroxynaringenin-C-glucoside dehydratase,2hnrgn6g_c0 <=> h2o_c0 + ivtxn_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.2HEDBT8GTc.add_metabolites({‘h_c’:1}),,,
2HNDBT8GTc_M,2-hydroxynaringenin dibenzoylmethane tautomer 8C-glucosyltransferase,nrgnt_c0 + udpg_c0 --> 2hnrgn8g_c0 + 2.0 h_c0 + udp_c0,{'charge': 1.0},,,,
VTXNSc_M,vitexin synthase (spontaneous),2hnrgn8g_c0 --> h2o_c0 + vtxn_c0,{'charge': -1.0},,,,
ISVTXNGTc_M,isovitexin beta-glucosyltransferase,ivtxn_c0 + udpg_c0 --> h_c0 + ivtxn2g_c0 + udp_c0,{},,,,
IORNTNMTc_M,isoorientin 3-methyltransferase,amet_c0 + iorntn_c0 --> ahcys_c0 + h_c0 + iscprn_c0,{},,,,
ISCPRNGTc_M,Isoscoparin beta-glucosyltransferase,iscprn_c0 + udpg_c0 --> h_c0 + iscprn2g_c0 + udp_c0,{},,,,
IORNTNGTc_M,Isoorientin beta-glucosyltransferase,iorntn_c0 + udpg_c0 --> h_c0 + iorntn2g_c0 + udp_c0,{'charge': -1.0},,,,
LTLNHOc_M,luteolin 3-hydroxylase,h_c0 + ltln_c0 + nadph_c0 + o2_c0 --> h2o_c0 + nadp_c0 + trctn_c0,{},,,,
TRICINS1c_M,tricin synthase 1,amet_c0 + trctn_c0 --> ahcys_c0 + mtrctn_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.TRICINS1c.add_metabolites({‘h_c’:1}),,,
TRICINS2c_M,tricin synthase 2,amet_c0 + mtrctn_c0 --> ahcys_c0 + tricin_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.TRICINS2c.add_metabolites({‘h_c’:1}),,,
ISQTGNLc_M,Isoliquiritigenin lyase (decyclizing),isoqtgn_c0 --> lqtgn_c0,{},,,,
LQTGN6Hc_M,Liquiritigenin 6-hydroxylase,h_c0 + lqtgn_c0 + nadph_c0 + o2_c0 --> butin_c0 + h2o_c0 + nadp_c0,{},,,,
NRGNMOc_M,Naringenin 3-monooxygenase,h_c0 + nadph_c0 + nrgn_c0 + o2_c0 --> erdtl_c0 + h2o_c0 + nadp_c0,{},,,,
DHKFORc_M,"Dihydrokaempferol,2-oxoglutarate:oxygen oxidoreductase",akg_c0 + dhk_c0 + o2_c0 --> co2_c0 + h2o_c0 + kmpfl_c0 + succ_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.DHKFORc.add_metabolites({‘h_c’:1}),,,
DHQORc_M,"Dihydroquercetin,2-oxoglutarate:oxygen oxidoreductase",akg_c0 + dhqrctn_c0 + o2_c0 --> co2_c0 + h2o_c0 + qrctn_c0 + succ_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.DHQORc.add_metabolites({‘h_c’:1}),,,
DHKMOc_M,Dihydrokaempferol 3-monooxygenase,dhk_c0 + h_c0 + nadph_c0 + o2_c0 --> dhqrctn_c0 + h2o_c0 + nadp_c0,{},,,,
KMPFLMOc_M,Kaempferol 3-monooxygenase,h_c0 + kmpfl_c0 + nadph_c0 + o2_c0 --> h2o_c0 + nadp_c0 + qrctn_c0,{},,,,
QRCTNGLT3c_M,Quercetin 3-O-glucosyltransferase,qrctn_c0 + udpg_c0 --> qrctn3g_c0 + udp_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.QRCTNGLT3c.add_metabolites({‘h_c’: 1}),,,
KMPFLGLT3c_M,Kaempferol 3-O-glucosyltransferase,kmpfl_c0 + udpg_c0 --> kmpfl3g_c0 + udp_c0,{},,,,
DHKRc_M,dihydrokaempferol 4-reductase,dhk_c0 + 2.0 h_c0 + nadph_c0 --> lplg_c0 + nadp_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.DHKRc.add_metabolites({‘h_c’: 1}),,,
LCYCORc_M,leucocyanidin:NADP+ 4-oxidoreductase,dhqrctn_c0 + 2.0 h_c0 + nadph_c0 --> lcyc_c0 + nadp_c0,"{'charge': -1.0, 'H': -1.0}",model.reactions.LCYCORc.add_metabolites({‘h_c’: 1}),,,
ERYORc_M,Eriodictyol 2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating),akg_c0 + erdtl_c0 + o2_c0 --> co2_c0 + dhqrctn_c0 + succ_c0,{},,,,
LPLGRc_M,leucopelargonidin reductase,h_c0 + lplg_c0 + nadph_c0 --> afzl_c0 + h2o_c0 + nadp_c0,{},,,,
LCYCRc_M,leucoanthocyanidin reductase ,h_c0 + lcyc_c0 + nadph_c0 --> catcn_c0 + h2o_c0 + nadp_c0,{},,,,
LPLGDOc_M,leucopelargonidin dioxygenase,akg_c0 + h_c0 + lplg_c0 + o2_c0 --> co2_c0 + 2.0 h2o_c0 + plgn_c0 + succ_c0,"{'charge': -2.0, 'H': -1.0}",model.reactions.LPLGDOc.add_metabolites({‘h_c’:1}),,,
PNGLTc_M,Pelargonidin 3-O-glucosyltransferase,plgn_c0 + udpg_c0 --> plgng_c0 + udp_c0,{},,,,
PLGNRc_M,Pelargonidin reductase,2.0 nadp_c0 + plgn_c0 --> epflzn_c0 + h_c0 + 2.0 nadph_c0,{'H': 7.0},model.reactions.CNDNRc.add_metabolites({‘h_c’: -7}),,,
CNDNRc_M,Cyanidin reductase,cndn_c0 + 2.0 nadp_c0 --> epctcn_c0 + h_c0 + 2.0 nadph_c0,{'H': 7.0},model.reactions.CNDNRc.add_metabolites({‘h_c’: -7}),metacyc,cyanidin + 2 NADPH + 3 H+ → (-)-epicatechin + 2 NADP+,
CNDNGLTc_M,Cyanidin 3-O-glucosyltransferase,cndn_c0 + udpg_c0 --> cndng_c0 + udp_c0,{},,,,
CNDNGLT5c_M,Cyanidin 5-O-glucosyltransferase,cndn_c0 + udpg_c0 --> cndn5g_c0 + udp_c0,"{'charge': -2.0, 'H': -2.0}",model.reactions.CNDNGLT5c.add_metabolites({‘h_c’:2}),,,
CNDNG3Gc_M,Cyanidin 5-O-glucoside: 3-O-glucosyltransferase,cndn5g_c0 + udpg_c0 --> cndn35dg_c0 + udp_c0,{},,,,
CNDNG5Gc_M,Cyanidin 3-O-glucoside: 5-O-glucosyltransferase,cndng_c0 + udpg_c0 --> cndn35dg_c0 + udp_c0,"{'charge': -2.0, 'H': -2.0}",model.reactions.CNDNG5Gc.add_metabolites({‘h_c’: 2}),metacyc,,
LCYCDOc_M,Leucoanthocyanidin dioxygenase,akg_c0 + h_c0 + lcyc_c0 + o2_c0 --> cndn_c0 + co2_c0 + 2.0 h2o_c0 + succ_c0,"{'charge': -2.0, 'H': -1.0}","model.reactions.LCYCDOc.add_metabolites({‘h_s’:1, ‘h2o_c’:-1})",metacyc,,
GLUTRRs_M,glutamyl-tRNA reductase ,glutrna_s0 + h_s0 + nadph_s0 --> glu1sa_s0 + nadp_s0 + trnaglu_s0,{},,,,
HMBSs_M,Hydroxymethylbilane synthase,h2o_s0 + 4.0 ppbng_s0 --> hmbil_s0 + 4.0 nh4_s0,{},,,,
PPBNGSs_M,Porphobilinogen synthase,2.0 5aop_s0 --> 2.0 h2o_s0 + h_s0 + ppbng_s0,{},,,,
UPP3Ss_M,uroporphyrinogen-III synthase,hmbil_s0 --> h2o_s0 + uppg3_s0,{},,,,
G1SATs_M,"Glutamate-1-semialdehyde 2,1-aminomutase",glu1sa_s0 <=> 5aop_s0,{},,,,
GLUTRSs_M,Glutamate--tRNA ligase,atp_s0 + glu-L_s0 + trnaglu_s0 --> amp_s0 + glutrna_s0 + ppi_s0,"{'charge': -1.0, 'H': -1.0}",model.reactions.GLUTRSs.add_metabolites({‘h_s’:1}),,,
MPMECY1s_M,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase ,h_s0 + mppp9me_s0 + nadph_s0 + o2_s0 --> h2o_s0 + hmppp9me_s0 + nadp_s0,"{'charge': 1.0, 'H': 1.0}",model.reactions.MPMECY1s.add_metabolites({‘h_s’:-1}),,,
MPMECY2s_M,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase ,2.0 h_s0 + hmppp9me_s0 + nadph_s0 + o2_s0 --> 2.0 h2o_s0 + nadp_s0 + omppp9me_s0,"{'charge': -2.0, 'H': -2.0}",model.reactions.MPMECY2s.add_metabolites({‘h_s’:2}),,,
MPMECY3s_M,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase ,nadph_s0 + o2_s0 + omppp9me_s0 --> dvpchlda_s0 + 2.0 h2o_s0 + nadp_s0,{},,,,
CHLOR430s_M,chlorophyllide-a:NADP+ oxidoreductase (photon430),0.56582 h_s0 + 0.56582 nadph_s0 + 0.56582 pchlda_s0 + 0.56582 photon430_u0 --> 0.56582 chlda_s0 + 0.56582 nadp_s0,"{'charge': 0.56582, 'X': -0.56582, 'H': 0.5658199999999987, 'N': 4.440892098500626e-16, 'O': -4.440892098500626e-16}",,,,
CHLOR450s_M,chlorophyllide-a:NADP+ oxidoreductase (photon450),0.8139 h_s0 + 0.8139 nadph_s0 + 0.8139 pchlda_s0 + 0.8139 photon450_u0 --> 0.8139 chlda_s0 + 0.8139 nadp_s0,"{'charge': 0.8138999999999997, 'X': -0.8139, 'H': 0.8139000000000003, 'C': -3.552713678800501e-15, 'N': -4.440892098500626e-16}",,,,
CHLOR470s_M,chlorophyllide-a:NADP+ oxidoreductase (photon470),0.4478 h_s0 + 0.4478 nadph_s0 + 0.4478 pchlda_s0 + 0.4478 photon470_u0 --> 0.4478 chlda_s0 + 0.4478 nadp_s0,"{'charge': 0.4478, 'X': -0.4478, 'H': 0.44780000000000086}",,,,
CHLOR490s_M,chlorophyllide-a:NADP+ oxidoreductase (photon490),0.184 h_s0 + 0.184 nadph_s0 + 0.184 pchlda_s0 + 0.184 photon490_u0 --> 0.184 chlda_s0 + 0.184 nadp_s0,"{'charge': 0.184, 'X': -0.184, 'H': 0.18400000000000016, 'C': 8.881784197001252e-16}",,,,
CHLOR510s_M,chlorophyllide-a:NADP+ oxidoreductase (photon510),0.1382 h_s0 + 0.1382 nadph_s0 + 0.1382 pchlda_s0 + 0.1382 photon510_u0 --> 0.1382 chlda_s0 + 0.1382 nadp_s0,"{'charge': 0.1382, 'X': -0.1382, 'H': 0.13820000000000032, 'N': -1.1102230246251565e-16, 'O': 1.1102230246251565e-16}",,,,
CHLOR530s_M,chlorophyllide-a:NADP+ oxidoreductase (photon530),0.208 h_s0 + 0.208 nadph_s0 + 0.208 pchlda_s0 + 0.208 photon530_u0 --> 0.208 chlda_s0 + 0.208 nadp_s0,"{'charge': 0.20800000000000005, 'X': -0.208, 'H': 0.20800000000000196, 'C': -8.881784197001252e-16, 'N': 1.1102230246251565e-16, 'O': -4.440892098500626e-16}",,,,
CHLOR550s_M,chlorophyllide-a:NADP+ oxidoreductase (photon550),0.24811 h_s0 + 0.24811 nadph_s0 + 0.24811 pchlda_s0 + 0.24811 photon550_u0 --> 0.24811 chlda_s0 + 0.24811 nadp_s0,"{'charge': 0.2481099999999999, 'X': -0.24811, 'H': 0.2481100000000005, 'N': -2.220446049250313e-16, 'O': 2.220446049250313e-16}",,,,
CHLOR570s_M,chlorophyllide-a:NADP+ oxidoreductase (photon570),0.3014 h_s0 + 0.3014 nadph_s0 + 0.3014 pchlda_s0 + 0.3014 photon570_u0 --> 0.3014 chlda_s0 + 0.3014 nadp_s0,"{'charge': 0.3014000000000001, 'X': -0.3014, 'H': 0.3013999999999992, 'O': -4.440892098500626e-16}",,,,
CHLOR590s_M,chlorophyllide-a:NADP+ oxidoreductase (photon590),0.3447 h_s0 + 0.3447 nadph_s0 + 0.3447 pchlda_s0 + 0.3447 photon590_u0 --> 0.3447 chlda_s0 + 0.3447 nadp_s0,"{'charge': 0.3447, 'X': -0.3447, 'H': 0.34469999999999956, 'O': 4.440892098500626e-16}",,,,
CHLOR610s_M,chlorophyllide-a:NADP+ oxidoreductase (photon610),0.5565 h_s0 + 0.5565 nadph_s0 + 0.5565 pchlda_s0 + 0.5565 photon610_u0 --> 0.5565 chlda_s0 + 0.5565 nadp_s0,"{'charge': 0.5564999999999998, 'X': -0.5565, 'H': 0.5564999999999998, 'O': 8.881784197001252e-16}",,,,
