	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2050	2100	2150	2200	2250	2300	2350	2400	2450
EAR180ys_M	0.0006483103790317608	0.004310800438386706	0.008092773238267934	0.011482093049795288	0.014540726547494241	0.017651861065865446	0.020861826722277706	0.024050901455458518	0.027239976188638795	0.03042899802267857	0.0336180079161391	0.0368070178095994	0.039996027703060405	0.04312808936931145	0.046312103147273305	0.04956305738344206	0.05275206727690268	0.05594107717036301	0.059130087063823875	0.06231909695728513	0.06550810685074511	0.06860019959299803	0.07188612663766619	0.07496822714892033	0.07826414642458739	0.0814531563180478	0.08464216621150945	0.08770428226076364	0.09088829603872471	0.09407230981668556	0.09739820578535076	0.10058721567881157	0.10377622557227131	0.10696523546573271	0.11015424535919319	0.11334325525265397	0.11653226514611538	0.11972127503957482	0.12291028493303953	0.1260992653837721	0.12928764534995915	0.1323523644369078	0.1352741255836391	0.13855064096099995	0.1406031406400025	0.1446320674891397	0.1476662220252232	0.14944921086913185	0.1521424867452444	0.15553115425359096
FAS161ACP_Ls_M	3.7762977009928244e-05	0.0002510967942430933	0.00047139027790931413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009059425226505935
FAS181ACP_Ls_M	0.0006483103790317608	0.004310800438386706	0.008092773238267934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15553115425359096
FAS182ACP_Ls_M	0.00033609968346062655	0.0022348225628711126	0.004195488166891171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005246090520458434
FAS183ACP_Ls_M	2.186761199115065e-05	0.00014540398304082144	0.0002729705258939581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005246090520458434
FA140ACPHs_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FA160ACPHs_M	0.0002326419897545944	0.0015469028784006714	0.0029040393763218424	0.00478908727969778	0.006064818343151297	0.00736244715374745	0.008701297625235728	0.010031434663182308	0.011361571701128682	0.012691686675275373	0.014021796669103935	0.015351906662932407	0.016682016656761167	0.017988374009904134	0.01931640016474282	0.020672346638246884	0.022002456632075493	0.023332566625903963	0.024662676619732662	0.02599278661356154	0.02732289660738986	0.028612583248610147	0.029983116595047002	0.03126863555828692	0.032643336582704185	0.0339734465765327	0.035303556570361716	0.03658074017763996	0.03790876633247829	0.039236792487316555	0.040623996545675625	0.0419541065395043	0.04328421653333256	0.04461432652716147	0.04594443652099001	0.047274546514818674	0.048604656508647606	0.049934766502475705	0.05126487649630605	0.05259497420981313	0.053924821466118156	0.05520309077916946	0.05642173350235967	0.05778834131919258	0.05864442218020513	0.06032485467978151	0.061590375768173444	0.062334045859956805	0.06345738924195779	0.055811349570591307
FA161ACPHs_M	3.7762977009928244e-05	0.0002510967942430933	0.0004713902779100619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009059425226505935
FA180ACPHs_M	0.0	0.0	0.0	0.011482093049795288	0.014540726547494241	0.017651861065865446	0.020861826722277706	0.024050901455458518	0.027239976188638795	0.03042899802267857	0.0336180079161391	0.0368070178095994	0.039996027703060405	0.04312808936931145	0.046312103147273305	0.04956305738344206	0.05275206727690268	0.05594107717036301	0.059130087063823875	0.06231909695728513	0.06550810685074511	0.06860019959299803	0.07188612663766619	0.07496822714892033	0.07826414642458739	0.0814531563180478	0.08464216621150945	0.08770428226076364	0.09088829603872471	0.09407230981668556	0.09739820578535076	0.10058721567881157	0.10377622557227131	0.10696523546573271	0.11015424535919319	0.11334325525265397	0.11653226514611538	0.11972127503957482	0.12291028493303953	0.1260992653837721	0.12928764534995915	0.1323523644369078	0.1352741255836391	0.13855064096099995	0.1406031406400025	0.1446320674891397	0.1476662220252232	0.14944921086913185	0.1521424867452444	0.0
FA181ACPHs_M	0.00031221069557113427	0.0020759778755155933	0.003897285071382945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15028506373313252
FA182ACPHs_M	0.0003142320714694759	0.0020894185798302914	0.003922517641003436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FA183ACPHs_M	2.186761199115066e-05	0.00014540398304082144	0.0002729705258943911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005246090520458425
FACOAL140r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05189451306739102	0.0	0.0	0.0	0.0	0.0	0.0	-0.08996493550634958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16043369904665408	0.0	0.0	0.0	0.0	-0.18786030749224292	-0.1932989392692373	0.0	0.0	0.0	0.0	-0.2204909736451148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2594682960188857	0.0
FACOAL160r_M	-6.386830720924307e-06	-4.246785731367958e-05	-0.01388138076656931	-0.00011311585777859554	-0.000143247990502318	-0.00017389733711394739	-0.00020552031883776985	-0.00023693749359844838	-0.000268354668359122	-0.00029977132198382946	-0.05766433270236091	-0.00036260439396797157	-0.00039402092996004845	-0.0004248764404020022	-0.0004562437571543641	-0.00048827053793626564	-0.0005196870739283386	-0.0005511036099204089	-0.0005825201459124842	-0.0006139366819045636	-0.0006453532178966303	-0.0006758149744208161	-0.000708186289880775	-0.0007385496079255259	-0.0007710193618649206	-0.0008024358978569916	-0.0008338524338490748	-0.0008640188749349331	-0.0008953861916872872	-0.0009267535084396392	-0.0009595185778173555	-0.00099093511380943	-0.001022351649801495	-0.0010537681857935755	-0.0010851847217856472	-0.0011166012577777217	-0.1998855888400026	-0.001179434329761864	-0.0012108508657539773	-0.2162956832764121	-0.0012736774419535133	-0.0013038695268693214	-0.0013326532614117426	-0.0013649318578163887	-0.0013851520616393145	-0.0014248430408441471	-0.0014547340190389296	-0.0014722991364451144	-0.0014988319479838862	-0.0015322154112837171
FACOAL161r_M	-1.0367248919035901e-06	-0.007358660024851965	-1.2941300543689992e-05	-1.8361223359795722e-05	-0.024821437388896302	-2.8227411356173926e-05	-0.03561173673912836	-3.846023296562492e-05	-0.04649942086682322	-4.8659562928654784e-05	-5.375916651978498e-05	-0.06283063539148952	-0.06827436677207543	-6.896691034961411e-05	-0.07905608876306443	-0.08460556091383091	-8.435678806656681e-05	-8.94563916576967e-05	-9.455599524882741e-05	-9.965559883995878e-05	-0.11182421781675712	-0.0001096998240469808	-0.00011495440961334854	-0.00011988305247132351	-0.13359914333909784	-0.00013025322038673915	-0.14448660610026975	-0.0001402495093200069	-0.00014534112353217814	-0.00015043273774434902	-0.16626153162260882	-0.00016085084193352125	-0.00016595044552465023	-0.00017105004911578182	-0.00017614965270691194	-0.0001812492562980425	-0.00018634885988917413	-0.00019144846348030255	-0.20981138266729754	-0.0002016476235801691	-0.00020674621984316508	-0.00021164706775011498	-0.00021631930902062644	-0.2365099191276346	-0.24001359496574956	-0.00023128376373891962	-0.0002361357353179305	-0.2551140906399462	-0.00024329381146183935	-0.26549614248770464
FACOAL180r_M	-0.0011056476920901055	0.0	0.0	0.0	0.0	0.0	0.0	-0.0410171185700106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09540356728334325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.17154441216126087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2466598049230886	0.0	0.0	0.0	0.0
FACOAL181r_M	-8.571268084399999e-06	-5.6992803772465726e-05	-0.00010699401276753915	-0.00015180398291140114	-0.00019224197145611242	-0.00023337407247756448	-0.0002758128133533736	-0.00031797535673283085	-0.0003601379001122815	-0.0004022997441157395	-0.00044446143025359946	-0.0004866231163914563	-0.0005287848025293225	-0.0005701935799707755	-0.0006122892128003671	-0.0006552698609429031	-0.0006974315470807641	-0.0007395932332186215	-0.0007817549193564855	-0.0008239166054943551	-0.0008660782916322077	-0.0009069586426073985	-0.12354712783222198	-0.1288441814316595	-0.0010347250361836494	-0.13998950822161754	-0.0011190484084593825	-0.15073300897848493	-0.0012016280724144559	-0.0012437237052440341	-0.0012876951530108112	-0.0013298568391486745	-0.0013720185252865246	-0.0014141802114243957	-0.0014563418975622549	-0.001498503583700118	-0.0015406652698379897	-0.20575902977920074	-0.0016249886421137501	-0.0016671499389912768	-0.0017093032969028588	-0.001749821742615306	-0.2324889442174637	-0.0018317687412559593	-0.0018589047019946252	-0.001912170873929073	-0.0019522852277623548	-0.0019758580038074644	-0.0020114656237161317	-0.0020562669698033454
FACOAL182r_M	-8.626761874234255e-06	-5.736179779335868e-05	-0.00010768673445114301	-0.00015278682211800822	-0.00019348662224246747	-0.0002348850288031991	-0.0002775985349230541	-0.0003200340553343972	-0.0003624695757457336	-0.0004049043922530399	-0.0004473390498726634	-0.0004897737074922839	-0.0005322083651119138	-0.07412580422402963	-0.000616253416061582	-0.0006595123379707854	-0.0007019469955904101	-0.0007443816532100311	-0.10162901537116746	-0.0008292509684492922	-0.0008716856260689084	-0.11790563966829198	-0.0009565549413081559	-0.0009975670059657578	-0.0010414242565474048	-0.0010838589141670266	-0.001126293571786665	-0.0011670397125898388	-0.1562129956820231	-0.0012517760659018825	-0.0012960322022651486	-0.0013384668598847755	-0.001380901517504389	-0.001423336175124024	-0.001465770832743647	-0.0015082054903632737	-0.001550640147982909	-0.001593074805602518	-0.0016355094632221972	-0.0016779437290612615	-0.0017203700045343665	-0.2274787869879218	-0.0018000292867409796	-0.0018436283387567338	-0.0018709399884701643	-0.0019245510267326162	-0.2537992668910698	-0.0019886504923547757	-0.002024488650120415	-0.002069580057895068
FACOAL183r_M	-6.003419082069452e-07	-3.99184440784192e-06	-7.4939891226234026e-06	-0.019592533566240265	-1.3464858506931947e-05	-0.030120351658859307	-1.9318260617452302e-05	-2.2271375780580854e-05	-2.5224490943708946e-05	-2.8177557121702773e-05	-3.113061224260055e-05	-3.408366736349812e-05	-3.703672248439635e-05	-3.993704297617557e-05	-4.2885471644051614e-05	-4.5895887847089746e-05	-4.8848942967987606e-05	-5.18019980888852e-05	-5.475505320978328e-05	-0.10633853894566368	-6.0661163451579e-05	-6.352447231917624e-05	-6.656727369337459e-05	-6.942132965492701e-05	-7.247338393517027e-05	-7.542643905606794e-05	-7.837949417696675e-05	-8.121504432642738e-05	-8.416347299430269e-05	-8.711190166217778e-05	-9.019171466055712e-05	-9.314476978145513e-05	-0.17707914176315592	-0.18252072659527227	-0.00010200393514414852	-0.00010495699026504652	-0.00010791004538594513	-0.00011086310050684189	-0.00011381615562774354	-0.00011676918348438019	-0.00011972165528630971	-0.00012255961587476246	-0.000125265195977881	-0.00012829928205383118	-0.00013019991732628628	-0.0001339307439656031	-0.00013674040147364347	-0.00013839146701182358	-0.00014088546746452013	-0.000144023407537727
FA200COAHr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FA220COAHr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FA240COAHr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FA260COAHr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FA280COAHr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FA300COAHr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FACOAL200r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FACOAL220r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FACOAL240r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FACOAL260r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FACOAL280r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FACOAL300r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALFACOAR200r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALFACOAR220r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALFACOAR240r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALFACOAR260r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALFACOAR280r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALFACOAR300r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALFAACT200r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALFAACT220r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PALMH1r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAOH1r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HPALMDHr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OOFADH1r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OLEHr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOLEDHr_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OOFADH2r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAOH2r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THYDRO91018Sc_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OFAFTc_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAOH3r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAOH4r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAOH5r_M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
